date,district,category,sentiment,resolution_days,resolved,source
2025-05-12,Greenpark,Pothole Repair,neutral,2,True,app
2025-05-12,Harbour,Waste Collection,frustrated,1,True,app
2025-05-12,Greenpark,Illegal Parking,urgent,12,False,email
2025-05-12,Eastfield,Streetlight Outage,concerned,3,True,app
2025-05-13,Northgate,Pothole Repair,neutral,3,True,app
2025-05-13,Harbour,Noise Complaint,satisfied,2,True,social_media
2025-05-13,Riverside,Waste Collection,frustrated,1,True,app
2025-05-13,Greenpark,Streetlight Outage,urgent,1,True,chatbot
2025-05-13,Harbour,EV Charger Fault,satisfied,3,True,app
2025-05-13,Greenpark,Waste Collection,urgent,4,True,email
2025-05-13,Harbour,Pothole Repair,neutral,0,True,phone
2025-05-13,Northgate,EV Charger Fault,frustrated,2,True,app
2025-05-13,Riverside,Waste Collection,concerned,5,True,phone
2025-05-13,Greenpark,Streetlight Outage,frustrated,4,True,app
2025-05-13,Central,Illegal Parking,urgent,0,True,app
2025-05-13,Eastfield,Illegal Parking,neutral,0,True,phone
2025-05-13,Harbour,Noise Complaint,satisfied,0,True,app
2025-05-13,Harbour,Waste Collection,neutral,11,False,email
2025-05-13,Central,Traffic Signal Issue,concerned,2,True,email
2025-05-13,Northgate,Air Quality Concern,neutral,0,True,phone
2025-05-13,Greenpark,EV Charger Fault,urgent,9,False,app
2025-05-13,Riverside,Noise Complaint,neutral,7,True,chatbot
2025-05-14,Riverside,Waste Collection,neutral,3,True,email
2025-05-14,Harbour,EV Charger Fault,concerned,8,False,app
2025-05-14,Harbour,Waste Collection,satisfied,0,True,phone
2025-05-14,Riverside,Waste Collection,neutral,0,True,social_media
2025-05-14,Northgate,Pothole Repair,concerned,26,False,app
2025-05-14,Greenpark,Illegal Parking,neutral,13,False,phone
2025-05-14,Eastfield,EV Charger Fault,satisfied,1,True,phone
2025-05-14,Riverside,Illegal Parking,neutral,2,True,app
2025-05-14,Central,Streetlight Outage,concerned,1,True,app
2025-05-14,Eastfield,Pothole Repair,frustrated,5,True,phone
2025-05-14,Northgate,Pothole Repair,frustrated,6,True,social_media
2025-05-15,Harbour,EV Charger Fault,urgent,6,True,phone
2025-05-15,Harbour,Traffic Signal Issue,frustrated,4,True,email
2025-05-15,Northgate,Streetlight Outage,neutral,2,True,app
2025-05-15,Riverside,Pothole Repair,concerned,3,True,email
2025-05-15,Central,Illegal Parking,neutral,2,True,social_media
2025-05-15,Harbour,Air Quality Concern,frustrated,6,True,chatbot
2025-05-15,Central,Waste Collection,frustrated,5,True,chatbot
2025-05-15,Greenpark,Illegal Parking,frustrated,6,True,app
2025-05-15,Northgate,Pothole Repair,neutral,0,True,chatbot
2025-05-16,Northgate,EV Charger Fault,concerned,3,True,email
2025-05-16,Central,Illegal Parking,frustrated,5,True,email
2025-05-16,Riverside,Waste Collection,neutral,2,True,app
2025-05-16,Central,Illegal Parking,frustrated,3,True,app
2025-05-16,Eastfield,Pothole Repair,frustrated,6,True,email
2025-05-16,Riverside,Pothole Repair,satisfied,4,True,social_media
2025-05-16,Harbour,Pothole Repair,urgent,3,True,social_media
2025-05-16,Northgate,EV Charger Fault,concerned,6,True,app
2025-05-16,Northgate,Illegal Parking,concerned,0,True,chatbot
2025-05-16,Riverside,Waste Collection,neutral,5,True,app
2025-05-16,Eastfield,Noise Complaint,neutral,17,False,phone
2025-05-16,Greenpark,Illegal Parking,urgent,14,False,app
2025-05-17,Central,Streetlight Outage,frustrated,7,True,app
2025-05-17,Eastfield,Traffic Signal Issue,satisfied,4,True,chatbot
2025-05-17,Eastfield,Noise Complaint,urgent,11,False,phone
2025-05-17,Northgate,Traffic Signal Issue,concerned,5,True,chatbot
2025-05-17,Northgate,Noise Complaint,frustrated,1,True,app
2025-05-17,Eastfield,Illegal Parking,urgent,13,False,app
2025-05-17,Riverside,Waste Collection,frustrated,0,True,email
2025-05-17,Eastfield,Pothole Repair,neutral,6,True,phone
2025-05-17,Eastfield,EV Charger Fault,frustrated,6,True,chatbot
2025-05-17,Central,Traffic Signal Issue,concerned,0,True,app
2025-05-18,Riverside,Pothole Repair,satisfied,6,True,social_media
2025-05-18,Riverside,Illegal Parking,neutral,9,False,phone
2025-05-18,Riverside,Traffic Signal Issue,neutral,1,True,phone
2025-05-18,Central,Streetlight Outage,neutral,3,True,app
2025-05-18,Harbour,Streetlight Outage,frustrated,2,True,social_media
2025-05-18,Harbour,Waste Collection,urgent,15,False,app
2025-05-18,Riverside,Pothole Repair,satisfied,7,True,chatbot
2025-05-18,Central,Traffic Signal Issue,neutral,9,False,phone
2025-05-18,Central,Pothole Repair,neutral,3,True,social_media
2025-05-18,Greenpark,Pothole Repair,neutral,10,False,social_media
2025-05-18,Greenpark,Traffic Signal Issue,frustrated,0,True,social_media
2025-05-18,Greenpark,Waste Collection,frustrated,3,True,social_media
2025-05-18,Eastfield,Noise Complaint,neutral,8,False,app
2025-05-18,Northgate,Waste Collection,neutral,2,True,chatbot
2025-05-18,Harbour,Noise Complaint,frustrated,4,True,app
2025-05-18,Harbour,Waste Collection,neutral,0,True,app
2025-05-18,Eastfield,Air Quality Concern,neutral,8,False,email
2025-05-18,Greenpark,Streetlight Outage,neutral,12,False,app
2025-05-18,Northgate,EV Charger Fault,neutral,11,False,chatbot
2025-05-18,Northgate,Pothole Repair,concerned,1,True,phone
2025-05-18,Riverside,EV Charger Fault,satisfied,1,True,email
2025-05-18,Eastfield,Noise Complaint,concerned,1,True,app
2025-05-18,Central,Streetlight Outage,satisfied,0,True,app
2025-05-18,Eastfield,Waste Collection,neutral,2,True,phone
2025-05-18,Riverside,Noise Complaint,neutral,9,False,email
2025-05-19,Harbour,Noise Complaint,concerned,0,True,phone
2025-05-19,Northgate,Traffic Signal Issue,concerned,3,True,email
2025-05-19,Riverside,Illegal Parking,concerned,10,False,email
2025-05-19,Greenpark,Traffic Signal Issue,frustrated,0,True,phone
2025-05-19,Riverside,Streetlight Outage,satisfied,6,True,app
2025-05-19,Harbour,Pothole Repair,satisfied,8,False,chatbot
2025-05-19,Greenpark,Streetlight Outage,neutral,2,True,app
2025-05-19,Central,Pothole Repair,neutral,0,True,app
2025-05-19,Riverside,EV Charger Fault,concerned,2,True,social_media
2025-05-19,Central,Noise Complaint,neutral,5,True,app
2025-05-19,Riverside,Noise Complaint,satisfied,0,True,phone
2025-05-19,Eastfield,EV Charger Fault,concerned,0,True,chatbot
2025-05-19,Northgate,Waste Collection,neutral,4,True,email
2025-05-19,Northgate,Streetlight Outage,neutral,8,False,chatbot
2025-05-19,Northgate,Traffic Signal Issue,satisfied,15,False,chatbot
2025-05-19,Harbour,Illegal Parking,satisfied,1,True,email
2025-05-19,Harbour,Air Quality Concern,concerned,2,True,email
2025-05-19,Central,Noise Complaint,satisfied,0,True,email
2025-05-19,Northgate,Traffic Signal Issue,concerned,1,True,app
2025-05-19,Eastfield,Air Quality Concern,urgent,9,False,chatbot
2025-05-19,Greenpark,Noise Complaint,neutral,2,True,app
2025-05-20,Riverside,Traffic Signal Issue,neutral,3,True,social_media
2025-05-21,Northgate,Traffic Signal Issue,frustrated,2,True,email
2025-05-21,Harbour,Pothole Repair,neutral,3,True,app
2025-05-21,Central,EV Charger Fault,neutral,0,True,phone
2025-05-21,Riverside,Air Quality Concern,concerned,0,True,phone
2025-05-21,Greenpark,Waste Collection,neutral,1,True,chatbot
2025-05-21,Eastfield,Pothole Repair,concerned,8,False,phone
2025-05-21,Greenpark,Noise Complaint,urgent,6,True,phone
2025-05-21,Central,Pothole Repair,neutral,1,True,app
2025-05-21,Northgate,Traffic Signal Issue,concerned,3,True,app
2025-05-21,Harbour,Pothole Repair,urgent,0,True,email
2025-05-21,Riverside,Noise Complaint,neutral,7,True,social_media
2025-05-21,Greenpark,Pothole Repair,concerned,0,True,chatbot
2025-05-21,Northgate,Illegal Parking,neutral,7,True,social_media
2025-05-21,Eastfield,Illegal Parking,frustrated,8,False,social_media
2025-05-22,Harbour,Pothole Repair,neutral,4,True,app
2025-05-22,Central,Illegal Parking,neutral,3,True,app
2025-05-22,Northgate,Noise Complaint,neutral,12,False,phone
2025-05-22,Central,Streetlight Outage,concerned,5,True,app
2025-05-22,Eastfield,Pothole Repair,urgent,2,True,phone
2025-05-22,Eastfield,Pothole Repair,satisfied,5,True,app
2025-05-22,Eastfield,Air Quality Concern,concerned,8,False,email
2025-05-22,Eastfield,Waste Collection,frustrated,3,True,phone
2025-05-22,Greenpark,Illegal Parking,neutral,8,False,app
2025-05-22,Harbour,Noise Complaint,satisfied,1,True,app
2025-05-22,Greenpark,EV Charger Fault,neutral,3,True,app
2025-05-22,Northgate,Illegal Parking,satisfied,6,True,social_media
2025-05-22,Northgate,Illegal Parking,concerned,1,True,email
2025-05-22,Northgate,Pothole Repair,neutral,4,True,app
2025-05-22,Northgate,Traffic Signal Issue,neutral,3,True,phone
2025-05-23,Greenpark,Noise Complaint,satisfied,0,True,phone
2025-05-23,Harbour,Noise Complaint,concerned,0,True,app
2025-05-23,Eastfield,Pothole Repair,concerned,5,True,app
2025-05-23,Greenpark,EV Charger Fault,neutral,0,True,chatbot
2025-05-23,Eastfield,Illegal Parking,satisfied,8,False,social_media
2025-05-23,Greenpark,Streetlight Outage,frustrated,6,True,phone
2025-05-23,Eastfield,Noise Complaint,concerned,0,True,app
2025-05-23,Eastfield,EV Charger Fault,neutral,5,True,social_media
2025-05-23,Eastfield,Streetlight Outage,concerned,6,True,phone
2025-05-23,Central,Streetlight Outage,neutral,3,True,app
2025-05-24,Riverside,Pothole Repair,neutral,3,True,phone
2025-05-24,Harbour,Illegal Parking,neutral,0,True,chatbot
2025-05-24,Eastfield,Pothole Repair,frustrated,0,True,chatbot
2025-05-24,Northgate,Illegal Parking,frustrated,10,False,app
2025-05-24,Harbour,Traffic Signal Issue,neutral,2,True,chatbot
2025-05-24,Northgate,Traffic Signal Issue,concerned,4,True,chatbot
2025-05-24,Central,Pothole Repair,neutral,2,True,phone
2025-05-24,Central,Traffic Signal Issue,frustrated,3,True,chatbot
2025-05-24,Greenpark,Air Quality Concern,satisfied,0,True,app
2025-05-24,Eastfield,Streetlight Outage,frustrated,0,True,social_media
2025-05-24,Northgate,Illegal Parking,concerned,0,True,phone
2025-05-24,Riverside,Waste Collection,satisfied,13,False,social_media
2025-05-24,Riverside,Traffic Signal Issue,neutral,11,False,app
2025-05-24,Greenpark,Waste Collection,concerned,0,True,phone
2025-05-24,Central,EV Charger Fault,frustrated,2,True,phone
2025-05-24,Northgate,Streetlight Outage,frustrated,1,True,app
2025-05-24,Eastfield,EV Charger Fault,satisfied,0,True,email
2025-05-24,Northgate,Noise Complaint,concerned,3,True,app
2025-05-24,Harbour,Pothole Repair,neutral,2,True,app
2025-05-24,Harbour,Illegal Parking,urgent,4,True,app
2025-05-24,Harbour,Illegal Parking,neutral,4,True,app
2025-05-24,Greenpark,Illegal Parking,neutral,0,True,phone
2025-05-24,Greenpark,Pothole Repair,frustrated,11,False,social_media
2025-05-24,Riverside,Pothole Repair,concerned,7,True,app
2025-05-24,Riverside,Traffic Signal Issue,neutral,22,False,app
2025-05-24,Greenpark,Streetlight Outage,neutral,1,True,app
2025-05-24,Central,Pothole Repair,neutral,15,False,phone
2025-05-24,Riverside,Noise Complaint,neutral,4,True,app
2025-05-24,Eastfield,Streetlight Outage,urgent,0,True,app
2025-05-24,Greenpark,Waste Collection,neutral,3,True,app
2025-05-24,Riverside,Illegal Parking,neutral,2,True,email
2025-05-24,Greenpark,Air Quality Concern,satisfied,2,True,app
2025-05-24,Greenpark,Noise Complaint,neutral,0,True,app
2025-05-24,Northgate,Traffic Signal Issue,frustrated,1,True,phone
2025-05-25,Eastfield,Noise Complaint,neutral,11,False,phone
2025-05-25,Harbour,Illegal Parking,urgent,0,True,chatbot
2025-05-25,Eastfield,EV Charger Fault,urgent,14,False,app
2025-05-25,Central,Air Quality Concern,satisfied,4,True,app
2025-05-25,Central,Traffic Signal Issue,satisfied,0,True,email
2025-05-25,Northgate,Illegal Parking,concerned,1,True,chatbot
2025-05-25,Eastfield,Waste Collection,neutral,14,False,app
2025-05-25,Riverside,Air Quality Concern,satisfied,2,True,app
2025-05-25,Riverside,Pothole Repair,neutral,7,True,chatbot
2025-05-26,Eastfield,Waste Collection,neutral,5,True,phone
2025-05-26,Northgate,Illegal Parking,satisfied,18,False,app
2025-05-26,Riverside,Noise Complaint,neutral,0,True,app
2025-05-26,Harbour,Air Quality Concern,urgent,2,True,email
2025-05-26,Northgate,Traffic Signal Issue,satisfied,0,True,chatbot
2025-05-26,Central,Air Quality Concern,frustrated,0,True,phone
2025-05-26,Central,EV Charger Fault,frustrated,0,True,phone
2025-05-26,Central,Streetlight Outage,concerned,11,False,app
2025-05-26,Central,EV Charger Fault,satisfied,5,True,email
2025-05-26,Northgate,Traffic Signal Issue,neutral,4,True,app
2025-05-26,Riverside,Traffic Signal Issue,frustrated,0,True,phone
2025-05-26,Greenpark,Air Quality Concern,urgent,11,False,chatbot
2025-05-26,Central,Traffic Signal Issue,neutral,2,True,chatbot
2025-05-27,Greenpark,Streetlight Outage,neutral,0,True,chatbot
2025-05-27,Central,Noise Complaint,neutral,13,False,app
2025-05-27,Harbour,Traffic Signal Issue,neutral,4,True,phone
2025-05-27,Harbour,Streetlight Outage,neutral,0,True,chatbot
2025-05-27,Riverside,Waste Collection,frustrated,2,True,app
2025-05-27,Eastfield,Illegal Parking,urgent,1,True,app
2025-05-27,Riverside,Noise Complaint,urgent,7,True,chatbot
2025-05-27,Harbour,Illegal Parking,frustrated,2,True,app
2025-05-27,Greenpark,Traffic Signal Issue,urgent,0,True,app
2025-05-27,Eastfield,Noise Complaint,concerned,2,True,email
2025-05-27,Central,Traffic Signal Issue,frustrated,1,True,phone
2025-05-27,Northgate,Air Quality Concern,concerned,13,False,social_media
2025-05-27,Greenpark,Streetlight Outage,urgent,3,True,chatbot
2025-05-27,Riverside,Waste Collection,concerned,7,True,app
2025-05-27,Northgate,Air Quality Concern,satisfied,2,True,app
2025-05-27,Eastfield,Pothole Repair,concerned,5,True,email
2025-05-27,Eastfield,Air Quality Concern,frustrated,7,True,email
2025-05-27,Northgate,Pothole Repair,neutral,15,False,app
2025-05-27,Riverside,Traffic Signal Issue,concerned,5,True,phone
2025-05-27,Northgate,Noise Complaint,urgent,1,True,chatbot
2025-05-27,Central,Illegal Parking,neutral,21,False,email
2025-05-27,Harbour,Waste Collection,neutral,7,True,app
2025-05-27,Greenpark,Pothole Repair,urgent,5,True,phone
2025-05-27,Greenpark,Streetlight Outage,urgent,4,True,app
2025-05-27,Greenpark,Pothole Repair,neutral,8,False,app
2025-05-27,Greenpark,Illegal Parking,urgent,2,True,app
2025-05-27,Central,Noise Complaint,neutral,3,True,app
2025-05-28,Northgate,Traffic Signal Issue,concerned,2,True,chatbot
2025-05-28,Greenpark,Air Quality Concern,neutral,0,True,app
2025-05-28,Central,EV Charger Fault,frustrated,0,True,chatbot
2025-05-28,Northgate,Streetlight Outage,urgent,1,True,app
2025-05-28,Northgate,Waste Collection,concerned,15,False,social_media
2025-05-28,Greenpark,Noise Complaint,neutral,1,True,app
2025-05-28,Riverside,Streetlight Outage,urgent,2,True,email
2025-05-28,Eastfield,Air Quality Concern,frustrated,1,True,chatbot
2025-05-28,Greenpark,Pothole Repair,frustrated,0,True,social_media
2025-05-28,Central,Illegal Parking,neutral,10,False,app
2025-05-28,Riverside,Air Quality Concern,frustrated,1,True,email
2025-05-28,Central,Streetlight Outage,concerned,2,True,app
2025-05-28,Riverside,Pothole Repair,satisfied,4,True,email
2025-05-28,Greenpark,Streetlight Outage,frustrated,6,True,email
2025-05-28,Central,Waste Collection,neutral,13,False,app
2025-05-28,Greenpark,Pothole Repair,neutral,8,False,chatbot
2025-05-28,Greenpark,Illegal Parking,concerned,1,True,app
2025-05-28,Riverside,Waste Collection,concerned,7,True,phone
2025-05-28,Greenpark,Air Quality Concern,concerned,6,True,social_media
2025-05-28,Riverside,Pothole Repair,concerned,3,True,phone
2025-05-28,Harbour,Traffic Signal Issue,concerned,1,True,app
2025-05-28,Riverside,Noise Complaint,urgent,0,True,app
2025-05-28,Riverside,Pothole Repair,frustrated,2,True,email
2025-05-28,Central,Illegal Parking,frustrated,1,True,app
2025-05-28,Central,Traffic Signal Issue,concerned,8,False,app
2025-05-28,Central,Streetlight Outage,frustrated,2,True,app
2025-05-28,Greenpark,Air Quality Concern,neutral,3,True,phone
2025-05-29,Central,Noise Complaint,neutral,5,True,email
2025-05-29,Greenpark,Illegal Parking,neutral,1,True,email
2025-05-29,Eastfield,Waste Collection,neutral,6,True,app
2025-05-29,Riverside,Noise Complaint,concerned,2,True,email
2025-05-29,Riverside,EV Charger Fault,urgent,2,True,app
2025-05-29,Eastfield,Waste Collection,concerned,1,True,phone
2025-05-29,Greenpark,Pothole Repair,neutral,5,True,app
2025-05-29,Riverside,Noise Complaint,neutral,1,True,chatbot
2025-05-29,Northgate,Illegal Parking,satisfied,2,True,app
2025-05-29,Harbour,Traffic Signal Issue,neutral,7,True,app
2025-05-29,Riverside,Traffic Signal Issue,neutral,6,True,email
2025-05-29,Harbour,Pothole Repair,urgent,2,True,social_media
2025-05-29,Central,Illegal Parking,concerned,4,True,chatbot
2025-05-29,Northgate,EV Charger Fault,concerned,1,True,chatbot
2025-05-29,Central,Waste Collection,concerned,6,True,app
2025-05-29,Greenpark,Streetlight Outage,neutral,1,True,email
2025-05-29,Central,Waste Collection,urgent,14,False,chatbot
2025-05-29,Central,Pothole Repair,satisfied,0,True,chatbot
2025-05-29,Greenpark,Illegal Parking,neutral,2,True,social_media
2025-05-29,Eastfield,Pothole Repair,concerned,6,True,email
2025-05-29,Central,Waste Collection,satisfied,0,True,phone
2025-05-29,Riverside,Illegal Parking,frustrated,1,True,chatbot
2025-05-29,Riverside,Streetlight Outage,neutral,5,True,phone
2025-05-29,Riverside,Traffic Signal Issue,neutral,2,True,email
2025-05-29,Harbour,Air Quality Concern,urgent,6,True,phone
2025-05-29,Riverside,Air Quality Concern,concerned,5,True,chatbot
2025-05-29,Riverside,Pothole Repair,urgent,0,True,email
2025-05-30,Greenpark,Noise Complaint,concerned,17,False,phone
2025-05-30,Greenpark,Traffic Signal Issue,concerned,0,True,app
2025-05-30,Harbour,Pothole Repair,frustrated,7,True,phone
2025-05-30,Northgate,Noise Complaint,neutral,20,False,chatbot
2025-05-30,Riverside,Traffic Signal Issue,urgent,0,True,social_media
2025-05-30,Northgate,EV Charger Fault,concerned,6,True,social_media
2025-05-30,Eastfield,Waste Collection,frustrated,10,False,app
2025-05-30,Central,Streetlight Outage,frustrated,5,True,social_media
2025-05-30,Greenpark,Traffic Signal Issue,concerned,0,True,phone
2025-05-30,Northgate,Waste Collection,neutral,10,False,email
2025-05-30,Northgate,Streetlight Outage,neutral,0,True,email
2025-05-30,Central,Pothole Repair,concerned,13,False,chatbot
2025-05-30,Northgate,Noise Complaint,satisfied,0,True,chatbot
2025-05-30,Eastfield,Streetlight Outage,neutral,5,True,chatbot
2025-05-30,Central,Traffic Signal Issue,concerned,5,True,social_media
2025-05-30,Central,Waste Collection,satisfied,3,True,email
2025-05-30,Eastfield,Illegal Parking,concerned,6,True,chatbot
2025-05-30,Riverside,Waste Collection,neutral,0,True,email
2025-05-30,Greenpark,Streetlight Outage,neutral,9,False,app
2025-05-31,Northgate,Pothole Repair,satisfied,1,True,app
2025-05-31,Harbour,EV Charger Fault,concerned,8,False,app
2025-05-31,Harbour,Waste Collection,neutral,25,False,app
2025-05-31,Central,Streetlight Outage,concerned,0,True,app
2025-05-31,Riverside,EV Charger Fault,urgent,0,True,chatbot
2025-05-31,Greenpark,Noise Complaint,neutral,3,True,chatbot
2025-05-31,Northgate,Noise Complaint,satisfied,5,True,email
2025-05-31,Riverside,Illegal Parking,neutral,0,True,phone
2025-05-31,Northgate,Air Quality Concern,concerned,1,True,app
2025-05-31,Greenpark,Waste Collection,frustrated,6,True,chatbot
2025-05-31,Central,EV Charger Fault,frustrated,1,True,app
2025-05-31,Riverside,Noise Complaint,neutral,4,True,app
2025-05-31,Eastfield,EV Charger Fault,neutral,3,True,chatbot
2025-05-31,Central,Illegal Parking,satisfied,3,True,app
2025-05-31,Greenpark,Illegal Parking,neutral,3,True,app
2025-05-31,Riverside,Air Quality Concern,concerned,2,True,email
2025-05-31,Northgate,Waste Collection,neutral,14,False,phone
2025-05-31,Northgate,Illegal Parking,frustrated,0,True,app
2025-05-31,Eastfield,Pothole Repair,concerned,6,True,app
2025-05-31,Riverside,Traffic Signal Issue,neutral,0,True,app
2025-05-31,Eastfield,Waste Collection,frustrated,2,True,phone
2025-05-31,Northgate,Waste Collection,concerned,3,True,app
2025-06-01,Greenpark,Waste Collection,urgent,0,True,email
2025-06-01,Eastfield,Noise Complaint,concerned,11,False,app
2025-06-01,Eastfield,Traffic Signal Issue,frustrated,10,False,chatbot
2025-06-01,Eastfield,Traffic Signal Issue,neutral,2,True,app
2025-06-01,Eastfield,Air Quality Concern,neutral,2,True,app
2025-06-01,Northgate,Illegal Parking,concerned,0,True,app
2025-06-01,Northgate,Noise Complaint,urgent,7,True,chatbot
2025-06-01,Central,EV Charger Fault,urgent,10,False,phone
2025-06-01,Riverside,EV Charger Fault,neutral,0,True,chatbot
2025-06-01,Harbour,Traffic Signal Issue,frustrated,4,True,email
2025-06-01,Eastfield,Air Quality Concern,neutral,9,False,phone
2025-06-01,Eastfield,Noise Complaint,neutral,0,True,app
2025-06-01,Greenpark,EV Charger Fault,concerned,7,True,email
2025-06-01,Eastfield,Traffic Signal Issue,frustrated,2,True,email
2025-06-01,Riverside,Traffic Signal Issue,concerned,0,True,app
2025-06-01,Northgate,Waste Collection,neutral,5,True,chatbot
2025-06-01,Eastfield,EV Charger Fault,neutral,0,True,chatbot
2025-06-01,Greenpark,Waste Collection,frustrated,1,True,chatbot
2025-06-01,Harbour,Illegal Parking,concerned,2,True,phone
2025-06-01,Eastfield,EV Charger Fault,concerned,8,False,app
2025-06-01,Harbour,Traffic Signal Issue,concerned,3,True,chatbot
2025-06-01,Eastfield,Streetlight Outage,neutral,1,True,app
2025-06-01,Central,Noise Complaint,frustrated,2,True,app
2025-06-01,Harbour,Noise Complaint,urgent,12,False,phone
2025-06-01,Harbour,Traffic Signal Issue,concerned,13,False,chatbot
2025-06-01,Harbour,Noise Complaint,concerned,4,True,social_media
2025-06-01,Central,Air Quality Concern,concerned,3,True,chatbot
2025-06-02,Greenpark,Pothole Repair,frustrated,0,True,app
2025-06-02,Greenpark,Streetlight Outage,frustrated,0,True,social_media
2025-06-02,Central,Pothole Repair,frustrated,0,True,phone
2025-06-02,Central,Waste Collection,frustrated,1,True,email
2025-06-02,Eastfield,Traffic Signal Issue,neutral,5,True,social_media
2025-06-02,Riverside,Illegal Parking,neutral,10,False,app
2025-06-02,Greenpark,Pothole Repair,neutral,3,True,email
2025-06-02,Eastfield,EV Charger Fault,frustrated,1,True,app
2025-06-02,Eastfield,Pothole Repair,concerned,9,False,social_media
2025-06-02,Central,Streetlight Outage,concerned,12,False,phone
2025-06-02,Riverside,Noise Complaint,neutral,0,True,app
2025-06-02,Greenpark,Streetlight Outage,neutral,0,True,email
2025-06-03,Central,Pothole Repair,satisfied,0,True,app
2025-06-03,Central,EV Charger Fault,concerned,4,True,app
2025-06-03,Greenpark,Illegal Parking,urgent,8,False,app
2025-06-03,Greenpark,EV Charger Fault,neutral,2,True,phone
2025-06-03,Harbour,Illegal Parking,neutral,3,True,app
2025-06-03,Northgate,Illegal Parking,concerned,2,True,app
2025-06-03,Riverside,Pothole Repair,frustrated,12,False,app
2025-06-03,Harbour,Noise Complaint,neutral,0,True,email
2025-06-03,Central,Traffic Signal Issue,urgent,1,True,app
2025-06-03,Riverside,Waste Collection,frustrated,15,False,social_media
2025-06-03,Greenpark,Streetlight Outage,urgent,1,True,phone
2025-06-03,Central,EV Charger Fault,concerned,6,True,phone
2025-06-04,Greenpark,Pothole Repair,concerned,8,False,chatbot
2025-06-04,Riverside,Traffic Signal Issue,neutral,2,True,social_media
2025-06-04,Riverside,Pothole Repair,neutral,6,True,phone
2025-06-04,Harbour,Waste Collection,neutral,0,True,app
2025-06-04,Eastfield,Pothole Repair,neutral,0,True,phone
2025-06-04,Eastfield,Streetlight Outage,concerned,8,False,chatbot
2025-06-04,Northgate,EV Charger Fault,satisfied,12,False,email
2025-06-04,Riverside,Illegal Parking,concerned,0,True,phone
2025-06-04,Riverside,Air Quality Concern,concerned,6,True,chatbot
2025-06-04,Northgate,Noise Complaint,urgent,3,True,app
2025-06-04,Central,Waste Collection,urgent,9,False,chatbot
2025-06-04,Northgate,Traffic Signal Issue,concerned,0,True,phone
2025-06-04,Harbour,Illegal Parking,concerned,2,True,app
2025-06-04,Eastfield,Streetlight Outage,neutral,1,True,app
2025-06-04,Harbour,Traffic Signal Issue,urgent,4,True,app
2025-06-04,Riverside,EV Charger Fault,concerned,0,True,phone
2025-06-04,Harbour,Waste Collection,frustrated,6,True,chatbot
2025-06-04,Riverside,EV Charger Fault,concerned,6,True,chatbot
2025-06-04,Harbour,Illegal Parking,urgent,18,False,phone
2025-06-04,Greenpark,Waste Collection,concerned,3,True,app
2025-06-04,Central,Streetlight Outage,frustrated,1,True,chatbot
2025-06-04,Greenpark,Streetlight Outage,neutral,1,True,email
2025-06-04,Riverside,Traffic Signal Issue,neutral,1,True,phone
2025-06-04,Central,Noise Complaint,neutral,6,True,app
2025-06-04,Central,EV Charger Fault,concerned,0,True,app
2025-06-04,Greenpark,Traffic Signal Issue,satisfied,0,True,app
2025-06-04,Riverside,Illegal Parking,neutral,1,True,app
2025-06-05,Harbour,Waste Collection,neutral,1,True,app
2025-06-05,Harbour,Traffic Signal Issue,concerned,2,True,chatbot
2025-06-05,Harbour,Illegal Parking,neutral,8,False,phone
2025-06-05,Central,Traffic Signal Issue,frustrated,4,True,phone
2025-06-05,Riverside,Waste Collection,urgent,2,True,app
2025-06-05,Northgate,Air Quality Concern,frustrated,2,True,app
2025-06-05,Eastfield,Noise Complaint,satisfied,13,False,email
2025-06-05,Northgate,Illegal Parking,neutral,11,False,email
2025-06-05,Harbour,Waste Collection,neutral,1,True,app
2025-06-05,Central,Waste Collection,neutral,1,True,app
2025-06-05,Riverside,Waste Collection,neutral,3,True,chatbot
2025-06-05,Harbour,Traffic Signal Issue,neutral,0,True,app
2025-06-05,Central,Traffic Signal Issue,frustrated,5,True,email
2025-06-05,Eastfield,Traffic Signal Issue,frustrated,0,True,app
2025-06-05,Greenpark,Streetlight Outage,neutral,0,True,social_media
2025-06-05,Eastfield,Waste Collection,concerned,1,True,app
2025-06-05,Eastfield,Waste Collection,urgent,3,True,app
2025-06-05,Riverside,Traffic Signal Issue,urgent,2,True,app
2025-06-05,Eastfield,Streetlight Outage,concerned,1,True,phone
2025-06-06,Greenpark,Illegal Parking,concerned,10,False,phone
2025-06-06,Central,Air Quality Concern,concerned,9,False,email
2025-06-06,Eastfield,EV Charger Fault,concerned,1,True,chatbot
2025-06-06,Northgate,Illegal Parking,concerned,5,True,email
2025-06-06,Riverside,Pothole Repair,neutral,0,True,chatbot
2025-06-06,Harbour,Waste Collection,neutral,0,True,social_media
2025-06-06,Northgate,Traffic Signal Issue,frustrated,4,True,chatbot
2025-06-06,Northgate,Waste Collection,urgent,8,False,phone
2025-06-06,Riverside,Waste Collection,frustrated,1,True,chatbot
2025-06-06,Greenpark,Traffic Signal Issue,concerned,11,False,app
2025-06-06,Central,Waste Collection,concerned,2,True,social_media
2025-06-06,Harbour,EV Charger Fault,concerned,7,True,phone
2025-06-06,Riverside,Streetlight Outage,frustrated,15,False,phone
2025-06-06,Harbour,Waste Collection,frustrated,1,True,app
