date,district,consumption_kwh,renewable_pct,ev_charging_kwh,peak_demand_kw
2025-03-21,Greenpark,2459.9,48.8,466.6,385.2
2025-03-22,Central,4817.9,41.5,606.8,656.8
2025-03-22,Riverside,4207.1,39.8,405.7,714.9
2025-03-22,Northgate,3239.5,32.1,294.3,465.4
2025-03-22,Eastfield,2815.9,62.4,164.4,368.4
2025-03-22,Harbour,4507.4,35.8,370.8,660.6
2025-03-22,Greenpark,2520.9,26.7,338.8,430.6
2025-03-23,Central,5072.3,51.8,370.4,834.5
2025-03-23,Riverside,3342.0,64.7,452.9,513.2
2025-03-23,Northgate,3358.4,49.1,259.8,544.8
2025-03-23,Eastfield,2762.2,39.8,231.1,480.6
2025-03-23,Harbour,4083.8,38.1,562.6,662.9
2025-03-23,Greenpark,2094.2,42.8,432.0,376.8
2025-03-24,Central,5918.4,59.3,321.7,922.3
2025-03-24,Riverside,3666.8,49.8,382.9,522.0
2025-03-24,Northgate,3825.7,42.3,556.2,592.0
2025-03-24,Eastfield,2874.1,33.6,360.9,485.2
2025-03-24,Harbour,4924.2,61.2,18.4,763.3
2025-03-24,Greenpark,2180.1,40.1,296.1,332.6
2025-03-25,Central,5566.3,51.7,130.3,983.1
2025-03-25,Riverside,3888.6,50.2,547.5,597.1
2025-03-25,Northgate,3718.3,31.2,393.9,548.7
2025-03-25,Eastfield,3436.3,41.7,477.9,437.9
2025-03-25,Harbour,4217.2,28.9,450.9,514.1
2025-03-25,Greenpark,2399.7,31.9,377.4,399.2
2025-03-26,Central,5332.4,26.9,404.6,729.7
2025-03-26,Riverside,3281.5,24.8,166.5,535.7
2025-03-26,Northgate,3507.0,51.0,450.0,626.5
2025-03-26,Eastfield,2917.9,26.4,370.3,384.2
2025-03-26,Harbour,4959.9,50.9,429.7,689.2
2025-03-26,Greenpark,2316.2,38.8,202.7,413.6
2025-03-27,Central,4781.2,44.2,455.0,749.5
2025-03-27,Riverside,3551.1,64.3,376.4,480.1
2025-03-27,Northgate,3223.1,63.5,364.5,521.0
2025-03-27,Eastfield,3288.2,52.2,309.3,474.6
2025-03-27,Harbour,4140.2,53.5,11.8,689.7
2025-03-27,Greenpark,2145.2,53.3,529.0,323.8
2025-03-28,Central,5039.3,35.6,356.1,643.1
2025-03-28,Riverside,3600.6,45.7,237.6,582.3
2025-03-28,Northgate,3210.1,31.2,510.3,436.5
2025-03-28,Eastfield,3059.3,46.1,35.4,527.5
2025-03-28,Harbour,4738.3,46.5,366.2,763.2
2025-03-28,Greenpark,1984.5,34.8,290.8,316.2
2025-03-29,Central,5390.0,29.8,300.8,826.7
2025-03-29,Riverside,3178.5,24.5,257.5,556.3
2025-03-29,Northgate,3237.4,39.9,217.3,470.7
2025-03-29,Eastfield,2620.2,43.3,339.2,329.9
2025-03-29,Harbour,3992.1,52.8,579.9,545.1
2025-03-29,Greenpark,2683.3,33.0,440.8,336.6
2025-03-30,Central,5716.6,40.7,397.4,1015.0
2025-03-30,Riverside,3943.7,54.9,469.2,496.0
2025-03-30,Northgate,3326.5,49.4,188.2,456.9
2025-03-30,Eastfield,3168.2,44.3,421.4,396.9
2025-03-30,Harbour,4769.6,40.6,574.5,797.2
2025-03-30,Greenpark,2119.5,58.1,435.1,357.5
2025-03-31,Central,4723.2,30.7,297.0,708.1
2025-03-31,Riverside,3619.9,29.0,448.9,568.1
2025-03-31,Northgate,3356.9,25.7,41.1,420.1
2025-03-31,Eastfield,3004.6,47.2,173.5,476.7
2025-03-31,Harbour,4859.0,51.0,491.8,597.9
2025-03-31,Greenpark,2232.2,59.3,181.0,311.8
2025-04-01,Central,4122.6,49.0,308.1,693.5
2025-04-01,Riverside,3529.5,29.1,349.5,582.0
2025-04-01,Northgate,3003.1,48.5,411.0,514.4
2025-04-01,Eastfield,2308.2,48.9,242.0,405.5
2025-04-01,Harbour,4219.1,40.8,463.6,688.4
2025-04-01,Greenpark,2145.1,45.1,332.0,279.7
2025-04-02,Central,3928.1,57.1,213.5,521.4
2025-04-02,Riverside,3796.0,38.5,278.0,559.1
2025-04-02,Northgate,2271.2,52.1,461.7,282.5
2025-04-02,Eastfield,2554.3,49.5,315.2,401.6
2025-04-02,Harbour,3652.6,35.8,594.3,570.8
2025-04-02,Greenpark,1998.9,69.2,384.5,290.8
2025-04-03,Central,4923.3,50.6,548.3,809.8
2025-04-03,Riverside,2980.9,51.6,421.8,500.8
2025-04-03,Northgate,2577.0,54.9,416.1,412.8
2025-04-03,Eastfield,2577.4,19.4,367.7,357.7
2025-04-03,Harbour,4269.5,36.2,459.6,550.4
2025-04-03,Greenpark,1911.2,47.4,199.0,242.5
2025-04-04,Central,3801.8,30.6,94.9,654.2
2025-04-04,Riverside,2821.3,19.4,355.8,434.7
2025-04-04,Northgate,2884.9,56.7,291.3,437.9
2025-04-04,Eastfield,2802.0,25.9,430.4,348.9
2025-04-04,Harbour,3550.4,17.8,297.7,456.8
2025-04-04,Greenpark,1711.8,43.6,337.7,306.0
2025-04-05,Central,4276.8,47.1,251.9,617.9
2025-04-05,Riverside,3030.9,23.7,465.9,367.4
2025-04-05,Northgate,3020.0,38.1,215.8,399.0
2025-04-05,Eastfield,2654.9,16.6,425.5,409.7
2025-04-05,Harbour,3911.6,39.0,376.3,511.4
2025-04-05,Greenpark,1877.2,57.7,494.2,251.8
2025-04-06,Central,4693.6,53.5,280.5,699.1
2025-04-06,Riverside,2881.4,64.4,359.5,452.8
2025-04-06,Northgate,2913.9,65.6,397.2,432.2
2025-04-06,Eastfield,2279.6,60.5,258.1,326.6
2025-04-06,Harbour,4045.2,53.9,363.8,658.1
2025-04-06,Greenpark,1963.9,42.5,347.5,276.9
2025-04-07,Central,5324.0,46.9,293.5,884.2
2025-04-07,Riverside,3071.2,35.1,415.9,483.0
2025-04-07,Northgate,1904.3,19.0,256.7,295.0
2025-04-07,Eastfield,2529.5,13.5,261.0,349.3
2025-04-07,Harbour,3412.4,25.9,612.3,542.3
2025-04-07,Greenpark,1903.7,27.9,236.6,239.0
2025-04-08,Central,4880.1,18.5,511.3,837.3
2025-04-08,Riverside,2607.2,61.1,529.2,393.9
2025-04-08,Northgate,2777.6,39.7,368.9,383.0
2025-04-08,Eastfield,2228.5,45.1,585.5,388.3
2025-04-08,Harbour,4271.3,37.7,493.4,627.4
2025-04-08,Greenpark,1700.1,44.5,409.6,215.7
2025-04-09,Central,4554.8,47.6,433.0,739.1
2025-04-09,Riverside,3386.1,50.1,413.1,451.2
2025-04-09,Northgate,2770.4,57.5,394.2,346.3
2025-04-09,Eastfield,2223.0,57.2,542.7,341.2
2025-04-09,Harbour,3574.4,24.5,246.0,576.5
2025-04-09,Greenpark,2092.4,41.7,341.8,360.7
2025-04-10,Central,4797.3,52.7,698.6,818.7
2025-04-10,Riverside,3165.4,50.0,449.7,417.4
2025-04-10,Northgate,2894.5,39.6,203.4,392.4
2025-04-10,Eastfield,2234.7,36.3,192.2,291.5
2025-04-10,Harbour,4086.3,27.7,350.6,627.0
2025-04-10,Greenpark,2236.6,32.6,408.6,376.1
2025-04-11,Central,4662.9,32.0,614.9,567.2
2025-04-11,Riverside,2812.9,55.3,341.1,420.0
2025-04-11,Northgate,2910.8,34.3,308.7,520.1
2025-04-11,Eastfield,2595.9,32.0,246.5,322.2
2025-04-11,Harbour,3528.2,48.4,356.6,537.0
2025-04-11,Greenpark,2065.5,41.3,397.5,293.5
2025-04-12,Central,4038.1,61.5,285.2,635.2
2025-04-12,Riverside,2860.2,47.1,165.6,425.9
2025-04-12,Northgate,2446.4,42.9,386.6,394.8
2025-04-12,Eastfield,1947.2,40.7,382.9,255.2
2025-04-12,Harbour,3408.6,55.7,418.8,551.1
2025-04-12,Greenpark,1963.5,40.7,580.6,242.7
2025-04-13,Central,4046.5,35.2,468.3,493.5
2025-04-13,Riverside,2936.8,32.8,200.2,444.2
2025-04-13,Northgate,3454.9,50.6,158.5,593.0
2025-04-13,Eastfield,2311.5,34.0,200.4,368.0
2025-04-13,Harbour,4098.7,70.1,557.6,522.4
2025-04-13,Greenpark,2029.5,64.5,272.1,322.7
2025-04-14,Central,4320.2,38.7,422.6,592.4
2025-04-14,Riverside,3602.9,42.2,435.9,568.3
2025-04-14,Northgate,3072.0,49.2,450.6,444.6
2025-04-14,Eastfield,2551.1,38.2,417.4,352.5
2025-04-14,Harbour,3930.1,46.4,350.5,654.1
2025-04-14,Greenpark,1774.4,53.0,296.6,271.5
2025-04-15,Central,4478.0,29.4,478.5,613.6
2025-04-15,Riverside,2801.4,27.3,416.2,478.0
2025-04-15,Northgate,2856.0,49.5,301.2,495.9
2025-04-15,Eastfield,2889.3,45.5,141.5,467.8
2025-04-15,Harbour,3754.6,27.5,264.1,602.5
2025-04-15,Greenpark,2019.9,50.3,368.3,291.2
2025-04-16,Central,5016.3,61.9,553.8,799.4
2025-04-16,Riverside,3881.7,46.3,242.7,593.9
2025-04-16,Northgate,2637.4,42.2,219.9,382.7
2025-04-16,Eastfield,2640.1,67.2,437.6,382.8
2025-04-16,Harbour,3991.4,49.9,340.1,493.0
2025-04-16,Greenpark,1871.4,26.6,546.5,322.8
2025-04-17,Central,4962.3,51.2,543.9,863.0
2025-04-17,Riverside,3299.8,32.6,485.2,558.2
2025-04-17,Northgate,2390.2,46.5,368.6,376.1
2025-04-17,Eastfield,2063.0,16.6,507.7,284.8
2025-04-17,Harbour,3460.3,47.7,170.6,518.5
2025-04-17,Greenpark,1911.2,56.4,318.8,334.2
2025-04-18,Central,4133.2,47.1,298.2,707.3
2025-04-18,Riverside,2907.4,37.9,484.8,401.1
2025-04-18,Northgate,3345.8,28.0,381.3,567.8
2025-04-18,Eastfield,2701.6,66.3,379.9,333.6
2025-04-18,Harbour,3639.0,60.1,349.2,547.2
2025-04-18,Greenpark,1950.8,41.5,566.7,332.7
2025-04-19,Central,4220.0,40.1,288.2,728.6
2025-04-19,Riverside,3427.5,35.0,270.6,540.9
2025-04-19,Northgate,2281.6,48.0,637.5,346.1
2025-04-19,Eastfield,2556.6,38.3,537.7,363.1
2025-04-19,Harbour,3972.1,16.8,234.3,605.4
2025-04-19,Greenpark,2281.6,62.2,165.6,300.7
2025-04-20,Central,4779.6,33.7,272.3,731.4
2025-04-20,Riverside,2740.8,66.1,218.9,492.7
2025-04-20,Northgate,2669.2,41.6,363.0,362.7
2025-04-20,Eastfield,2345.0,50.7,307.0,352.3
2025-04-20,Harbour,3725.5,39.7,269.8,580.7
2025-04-20,Greenpark,2253.9,37.5,557.6,319.5
2025-04-21,Central,4408.2,56.8,327.3,531.1
2025-04-21,Riverside,3105.2,49.1,330.8,456.7
2025-04-21,Northgate,2889.6,42.8,102.9,466.5
2025-04-21,Eastfield,2408.3,46.2,479.6,355.3
2025-04-21,Harbour,3414.6,59.5,177.3,549.6
2025-04-21,Greenpark,2258.2,47.8,378.2,402.5
2025-04-22,Central,3760.8,37.2,252.2,466.3
2025-04-22,Riverside,2996.2,28.7,303.5,368.3
2025-04-22,Northgate,2592.7,47.3,182.2,326.2
2025-04-22,Eastfield,2480.1,57.7,352.2,324.8
2025-04-22,Harbour,3958.8,28.2,331.9,548.9
2025-04-22,Greenpark,2161.5,17.9,492.6,357.7
2025-04-23,Central,4849.7,50.2,588.8,836.7
2025-04-23,Riverside,3337.1,59.2,458.6,447.6
2025-04-23,Northgate,2762.7,49.8,197.2,430.7
2025-04-23,Eastfield,2044.9,37.6,552.7,320.1
2025-04-23,Harbour,3895.6,42.1,299.0,525.2
2025-04-23,Greenpark,1965.3,43.1,252.4,244.0
2025-04-24,Central,4089.1,44.5,246.8,666.9
2025-04-24,Riverside,3671.8,51.6,275.2,658.9
2025-04-24,Northgate,2957.9,41.9,358.3,489.1
2025-04-24,Eastfield,2668.0,21.7,364.2,345.8
2025-04-24,Harbour,3308.5,49.4,337.2,587.9
2025-04-24,Greenpark,2129.1,38.2,371.7,362.1
2025-04-25,Central,4801.9,42.7,428.4,750.5
2025-04-25,Riverside,2955.6,49.4,324.9,370.4
2025-04-25,Northgate,2469.9,40.9,548.2,444.2
2025-04-25,Eastfield,2950.5,47.5,334.6,522.8
2025-04-25,Harbour,4225.2,41.4,305.0,724.6
2025-04-25,Greenpark,1891.0,31.3,361.6,236.3
2025-04-26,Central,5097.6,64.4,444.5,616.3
2025-04-26,Riverside,2847.7,56.9,129.0,485.9
2025-04-26,Northgate,2348.4,36.3,386.4,368.2
2025-04-26,Eastfield,2021.0,37.3,425.5,321.1
2025-04-26,Harbour,2998.6,33.5,355.9,448.1
2025-04-26,Greenpark,1860.5,52.0,168.1,249.8
2025-04-27,Central,4638.0,44.1,511.1,685.4
2025-04-27,Riverside,2962.2,50.5,336.8,440.8
2025-04-27,Northgate,2904.6,33.0,343.8,396.3
2025-04-27,Eastfield,2941.7,46.9,372.5,401.7
2025-04-27,Harbour,3743.1,43.4,248.7,650.5
2025-04-27,Greenpark,1872.7,36.9,345.8,233.5
2025-04-28,Central,4260.0,32.8,253.2,582.2
2025-04-28,Riverside,3161.3,36.3,266.4,464.7
2025-04-28,Northgate,2678.0,38.8,151.9,456.3
2025-04-28,Eastfield,2443.8,50.3,203.4,404.8
2025-04-28,Harbour,4330.8,47.1,186.5,565.8
2025-04-28,Greenpark,1521.1,33.1,483.8,267.9
2025-04-29,Central,4532.5,58.0,312.6,808.5
2025-04-29,Riverside,2729.7,46.3,370.6,473.6
2025-04-29,Northgate,2605.4,50.4,340.8,466.7
2025-04-29,Eastfield,2309.4,20.7,301.6,300.9
2025-04-29,Harbour,3130.9,47.3,494.7,426.6
2025-04-29,Greenpark,1911.7,33.6,488.2,291.1
2025-04-30,Central,4324.4,54.2,239.3,743.9
2025-04-30,Riverside,2767.9,28.1,296.4,391.7
2025-04-30,Northgate,2779.8,39.7,241.3,351.7
2025-04-30,Eastfield,2555.2,38.9,595.5,423.9
2025-04-30,Harbour,3314.4,39.4,400.6,479.8
2025-04-30,Greenpark,1754.2,60.1,412.1,257.3
2025-05-01,Central,3581.6,41.5,222.3,496.5
2025-05-01,Riverside,2610.8,40.4,370.3,462.6
2025-05-01,Northgate,2374.4,58.0,428.9,352.6
2025-05-01,Eastfield,2255.2,22.2,480.8,330.7
2025-05-01,Harbour,3028.9,18.8,458.2,492.5
2025-05-01,Greenpark,1605.0,51.6,558.3,269.2
2025-05-02,Central,4090.8,34.5,354.1,686.9
2025-05-02,Riverside,2581.6,52.6,574.3,315.2
2025-05-02,Northgate,2219.9,34.3,378.1,286.0
2025-05-02,Eastfield,2160.1,42.6,336.8,301.5
2025-05-02,Harbour,3647.2,26.8,272.2,653.5
2025-05-02,Greenpark,1883.6,49.7,386.1,231.8
2025-05-03,Central,4514.8,74.7,294.1,609.0
2025-05-03,Riverside,3235.6,40.2,343.4,564.3
2025-05-03,Northgate,2369.9,46.3,141.9,375.5
2025-05-03,Eastfield,2269.0,51.1,437.1,340.5
2025-05-03,Harbour,3556.7,48.1,277.8,542.1
2025-05-03,Greenpark,1832.1,26.8,309.0,272.1
2025-05-04,Central,3615.7,34.3,338.7,462.3
2025-05-04,Riverside,2170.9,50.0,389.0,344.4
2025-05-04,Northgate,2810.7,37.4,515.5,409.0
2025-05-04,Eastfield,2017.0,42.1,218.8,356.0
2025-05-04,Harbour,3599.5,45.2,276.5,584.4
2025-05-04,Greenpark,1519.6,34.2,441.6,213.2
2025-05-05,Central,3747.8,40.6,206.2,622.0
2025-05-05,Riverside,2724.0,29.3,353.6,333.8
2025-05-05,Northgate,2086.5,51.6,317.5,330.5
2025-05-05,Eastfield,2475.1,31.7,472.1,365.3
2025-05-05,Harbour,3886.4,32.8,201.1,494.1
2025-05-05,Greenpark,1905.8,49.0,363.3,231.8
2025-05-06,Central,4223.9,32.0,77.7,703.0
2025-05-06,Riverside,2636.8,22.6,309.6,443.5
2025-05-06,Northgate,2264.9,47.5,266.8,363.7
2025-05-06,Eastfield,1863.7,42.8,225.0,302.7
2025-05-06,Harbour,2860.5,35.8,195.6,440.5
2025-05-06,Greenpark,1705.1,20.0,208.7,207.3
2025-05-07,Central,3460.9,52.1,590.0,510.0
2025-05-07,Riverside,3539.9,60.8,363.9,498.2
2025-05-07,Northgate,2452.5,43.2,556.0,440.3
2025-05-07,Eastfield,1926.2,39.7,138.6,284.6
2025-05-07,Harbour,3484.7,52.7,344.1,501.9
2025-05-07,Greenpark,1646.3,36.4,404.7,246.1
2025-05-08,Central,3950.4,43.7,364.3,679.6
2025-05-08,Riverside,3155.5,35.9,385.3,383.8
2025-05-08,Northgate,2902.1,49.4,425.5,436.7
2025-05-08,Eastfield,1763.5,26.8,324.1,256.3
2025-05-08,Harbour,3302.7,57.2,400.4,400.8
2025-05-08,Greenpark,1589.7,28.3,483.5,238.3
2025-05-09,Central,3711.8,41.2,28.3,639.0
2025-05-09,Riverside,2218.6,30.0,261.9,303.3
2025-05-09,Northgate,2618.6,30.3,258.7,364.7
2025-05-09,Eastfield,1553.5,36.0,306.1,205.8
2025-05-09,Harbour,3656.7,36.9,266.1,656.1
2025-05-09,Greenpark,1823.0,27.3,483.3,257.1
2025-05-10,Central,4067.8,50.4,245.6,557.7
2025-05-10,Riverside,2958.4,43.4,215.4,430.7
2025-05-10,Northgate,2732.0,44.3,468.8,450.8
2025-05-10,Eastfield,2435.5,38.3,482.5,302.2
2025-05-10,Harbour,3423.0,26.8,178.5,475.2
2025-05-10,Greenpark,1606.1,38.7,356.6,244.1
2025-05-11,Central,3963.7,18.7,290.2,684.7
2025-05-11,Riverside,2439.9,43.8,183.4,383.1
2025-05-11,Northgate,2449.7,41.4,245.8,354.1
2025-05-11,Eastfield,2296.5,53.1,317.4,365.2
2025-05-11,Harbour,3808.2,43.3,427.5,503.4
2025-05-11,Greenpark,1327.6,22.2,162.4,235.0
2025-05-12,Central,3804.9,61.9,264.0,461.7
2025-05-12,Riverside,2514.2,46.3,291.6,409.7
2025-05-12,Northgate,1886.6,24.7,488.5,284.2
2025-05-12,Eastfield,2407.4,43.7,118.3,336.5
2025-05-12,Harbour,3090.0,41.5,410.5,470.6
2025-05-12,Greenpark,1689.8,32.8,213.4,245.4
2025-05-13,Central,4470.4,35.2,408.7,707.5
2025-05-13,Riverside,2589.4,40.6,615.0,459.7
2025-05-13,Northgate,2396.0,50.4,467.0,342.8
2025-05-13,Eastfield,1710.0,44.7,361.9,239.9
2025-05-13,Harbour,3285.6,30.3,328.0,502.3
2025-05-13,Greenpark,1854.5,50.9,196.1,276.9
2025-05-14,Central,3828.5,57.8,416.9,550.9
2025-05-14,Riverside,2424.1,25.2,273.9,380.3
2025-05-14,Northgate,2533.3,47.8,605.1,316.8
2025-05-14,Eastfield,2278.9,62.8,105.3,289.5
2025-05-14,Harbour,3088.3,27.3,341.3,436.3
2025-05-14,Greenpark,1761.1,20.7,430.7,248.2
2025-05-15,Central,4120.8,50.1,431.9,690.2
2025-05-15,Riverside,3292.7,27.4,192.2,502.1
2025-05-15,Northgate,2390.5,53.3,301.4,404.0
2025-05-15,Eastfield,2105.8,44.2,291.9,313.1
2025-05-15,Harbour,3444.8,56.5,528.9,615.4
2025-05-15,Greenpark,1824.2,52.3,426.2,237.5
2025-05-16,Central,3874.4,40.8,264.8,591.3
2025-05-16,Riverside,2628.6,53.4,87.3,344.3
2025-05-16,Northgate,2596.6,57.6,344.9,383.6
2025-05-16,Eastfield,2612.6,37.0,522.0,420.2
2025-05-16,Harbour,3229.7,35.6,519.6,394.3
2025-05-16,Greenpark,1710.5,52.9,341.8,231.1
2025-05-17,Central,4102.7,29.2,365.0,510.0
2025-05-17,Riverside,2351.5,50.2,403.8,384.2
2025-05-17,Northgate,2456.5,39.3,379.1,430.9
2025-05-17,Eastfield,2566.4,45.2,464.9,443.2
2025-05-17,Harbour,3586.0,30.8,454.8,584.5
2025-05-17,Greenpark,1721.8,43.5,406.8,250.0
2025-05-18,Central,3251.1,29.3,434.2,527.3
2025-05-18,Riverside,2770.6,44.6,206.2,370.8
2025-05-18,Northgate,2160.1,44.2,236.9,303.9
2025-05-18,Eastfield,1967.3,44.0,423.1,325.5
2025-05-18,Harbour,3091.6,48.3,539.9,446.1
2025-05-18,Greenpark,1972.6,32.1,337.5,270.0
2025-05-19,Central,4622.9,42.0,271.4,635.7
2025-05-19,Riverside,2208.3,40.8,341.5,382.9
2025-05-19,Northgate,2335.3,60.8,418.0,333.1
2025-05-19,Eastfield,1873.7,42.7,536.0,329.0
2025-05-19,Harbour,2946.8,18.5,261.3,364.8
2025-05-19,Greenpark,1958.9,44.5,278.1,277.2
2025-05-20,Central,3585.8,46.0,162.0,561.6
2025-05-20,Riverside,2398.2,39.7,470.4,387.0
2025-05-20,Northgate,2132.7,33.1,452.7,317.8
2025-05-20,Eastfield,1797.3,76.7,413.1,284.0
2025-05-20,Harbour,3612.0,44.8,138.3,618.0
2025-05-20,Greenpark,1966.3,44.6,592.8,326.7
2025-05-21,Central,4484.8,42.6,361.5,727.6
2025-05-21,Riverside,2472.3,46.9,314.6,350.6
2025-05-21,Northgate,2338.1,61.7,468.7,322.1
2025-05-21,Eastfield,2051.1,17.8,409.2,353.4
2025-05-21,Harbour,2799.2,50.2,269.7,416.7
2025-05-21,Greenpark,1801.5,33.3,405.1,288.2
2025-05-22,Central,3541.2,45.8,228.8,498.1
2025-05-22,Riverside,3314.4,64.9,128.2,522.4
2025-05-22,Northgate,2138.4,58.3,353.9,298.5
2025-05-22,Eastfield,2013.7,30.4,103.0,357.7
2025-05-22,Harbour,2937.7,32.4,235.2,363.1
2025-05-22,Greenpark,1663.9,21.8,169.8,257.9
2025-05-23,Central,3279.3,54.7,301.0,507.2
2025-05-23,Riverside,2672.7,41.7,84.5,335.3
2025-05-23,Northgate,2159.5,22.7,388.7,303.2
2025-05-23,Eastfield,2329.1,42.6,280.0,402.6
2025-05-23,Harbour,3355.7,59.9,269.8,451.3
2025-05-23,Greenpark,1825.1,12.2,282.6,240.4
2025-05-24,Central,3945.0,53.3,286.3,477.2
2025-05-24,Riverside,2201.9,23.1,407.2,382.8
2025-05-24,Northgate,2232.6,40.0,488.3,398.5
2025-05-24,Eastfield,2160.4,34.8,418.7,336.4
2025-05-24,Harbour,3061.7,47.9,462.1,386.5
2025-05-24,Greenpark,1608.7,50.5,518.2,216.3
2025-05-25,Central,3710.8,51.5,365.0,638.7
2025-05-25,Riverside,2967.8,38.4,352.5,452.7
2025-05-25,Northgate,1816.9,47.1,352.2,224.6
2025-05-25,Eastfield,1728.0,31.4,198.3,272.8
2025-05-25,Harbour,3497.6,42.0,258.6,611.1
2025-05-25,Greenpark,1561.0,42.5,356.5,245.7
2025-05-26,Central,3099.0,29.9,538.9,545.7
2025-05-26,Riverside,3205.7,52.8,262.9,398.9
2025-05-26,Northgate,2672.9,58.4,324.3,465.0
2025-05-26,Eastfield,2347.8,29.5,517.5,308.7
2025-05-26,Harbour,2922.7,60.1,279.8,430.8
2025-05-26,Greenpark,1869.1,52.4,459.9,225.8
2025-05-27,Central,3203.6,46.9,137.5,533.9
2025-05-27,Riverside,2395.7,54.5,402.9,328.2
2025-05-27,Northgate,2259.4,34.1,182.5,358.5
2025-05-27,Eastfield,1967.8,46.7,333.2,299.6
2025-05-27,Harbour,3507.9,28.7,344.3,526.7
2025-05-27,Greenpark,1698.5,46.8,70.8,240.7
2025-05-28,Central,4000.3,32.6,253.1,712.4
2025-05-28,Riverside,2684.3,31.4,416.2,453.9
2025-05-28,Northgate,2607.1,21.6,305.9,457.3
2025-05-28,Eastfield,2006.1,44.2,411.7,253.6
2025-05-28,Harbour,3124.0,52.3,576.5,409.0
2025-05-28,Greenpark,1974.8,45.6,146.0,240.4
2025-05-29,Central,3380.5,29.5,407.0,582.0
2025-05-29,Riverside,2703.8,49.5,238.1,371.3
2025-05-29,Northgate,2293.4,50.9,407.7,383.4
2025-05-29,Eastfield,2433.5,30.0,324.3,384.5
2025-05-29,Harbour,3459.9,31.4,299.5,453.1
2025-05-29,Greenpark,1702.1,26.8,363.5,205.6
2025-05-30,Central,3927.6,59.0,447.1,547.4
2025-05-30,Riverside,3062.2,39.3,293.9,489.0
2025-05-30,Northgate,2488.6,33.7,314.9,422.2
2025-05-30,Eastfield,2044.6,40.7,471.4,346.3
2025-05-30,Harbour,3994.5,37.9,440.3,660.1
2025-05-30,Greenpark,1777.0,34.6,294.9,289.5
2025-05-31,Central,3681.1,31.7,245.8,661.9
2025-05-31,Riverside,2564.7,22.2,424.1,322.6
2025-05-31,Northgate,2398.9,66.3,258.1,344.1
2025-05-31,Eastfield,2308.2,33.6,324.0,366.8
2025-05-31,Harbour,3327.1,59.3,317.7,596.4
2025-05-31,Greenpark,1664.6,33.8,481.8,285.5
2025-06-01,Central,3661.4,41.3,378.4,487.9
2025-06-01,Riverside,2529.2,43.6,521.4,440.6
2025-06-01,Northgate,2151.6,30.5,468.7,339.8
2025-06-01,Eastfield,1816.4,47.2,534.2,246.0
2025-06-01,Harbour,2544.6,20.4,413.3,330.9
2025-06-01,Greenpark,1238.6,51.3,386.3,180.2
2025-06-02,Central,3872.4,56.4,322.3,637.5
2025-06-02,Riverside,2314.8,54.7,602.0,350.5
2025-06-02,Northgate,2073.4,10.0,321.2,271.0
2025-06-02,Eastfield,1856.3,48.7,393.5,310.0
2025-06-02,Harbour,3507.9,43.5,272.6,563.4
2025-06-02,Greenpark,1738.7,59.5,298.0,241.4
2025-06-03,Central,3324.4,67.3,552.6,471.0
2025-06-03,Riverside,2188.7,40.3,210.3,302.6
2025-06-03,Northgate,2506.7,31.5,366.3,361.6
2025-06-03,Eastfield,1903.3,40.1,85.9,300.6
2025-06-03,Harbour,2194.2,56.1,480.7,328.2
2025-06-03,Greenpark,1433.1,41.2,308.4,206.2
2025-06-04,Central,3828.5,58.7,218.7,652.3
2025-06-04,Riverside,2505.6,45.5,495.4,415.4
2025-06-04,Northgate,2422.4,35.0,210.5,337.5
2025-06-04,Eastfield,1965.8,40.5,331.0,340.0
2025-06-04,Harbour,2880.1,58.9,118.2,490.3
2025-06-04,Greenpark,1567.2,41.0,15.2,274.1
2025-06-05,Central,2640.1,45.7,215.7,430.2
2025-06-05,Riverside,2244.4,10.0,125.4,390.6
2025-06-05,Northgate,1634.6,37.4,187.6,253.3
2025-06-05,Eastfield,1851.3,41.1,386.2,269.9
2025-06-05,Harbour,2971.5,66.2,317.2,441.9
2025-06-05,Greenpark,1297.1,55.2,484.3,203.4
2025-06-06,Central,2696.1,46.8,332.2,340.4
2025-06-06,Riverside,2389.2,50.3,223.5,314.8
2025-06-06,Northgate,2229.6,34.4,200.6,289.6
2025-06-06,Eastfield,1650.5,42.1,400.1,216.5
2025-06-06,Harbour,1942.5,49.5,429.8,284.6
2025-06-06,Greenpark,1305.7,42.0,142.6,228.8
2025-06-07,Central,3638.7,36.2,200.5,617.3
2025-06-07,Riverside,2803.8,65.9,204.2,438.5
2025-06-07,Northgate,2479.8,37.1,288.2,350.3
2025-06-07,Eastfield,1583.7,59.6,264.3,191.0
2025-06-07,Harbour,2927.1,57.6,432.6,425.5
2025-06-07,Greenpark,1239.1,42.5,380.0,195.7
2025-06-08,Central,2617.5,50.6,419.1,346.9
2025-06-08,Riverside,2481.9,37.3,343.0,368.8
2025-06-08,Northgate,1901.9,31.3,328.9,310.1
2025-06-08,Eastfield,2079.4,43.1,290.0,316.0
2025-06-08,Harbour,2897.1,47.0,495.1,488.8
2025-06-08,Greenpark,1670.2,54.2,593.2,300.6
2025-06-09,Central,3206.1,53.4,303.5,403.9
2025-06-09,Riverside,2300.8,18.5,558.4,410.3
2025-06-09,Northgate,2562.9,35.4,306.0,348.3
2025-06-09,Eastfield,2378.5,28.3,338.0,351.2
2025-06-09,Harbour,3106.5,35.8,322.9,489.4
2025-06-09,Greenpark,1724.5,19.4,395.1,261.2
