date,district,transactions,revenue_gbp,violations,avg_duration_mins,occupancy_pct
2025-03-24,Harbour,202,673.38,17,82.3,47.0
2025-03-24,Greenpark,86,465.43,7,89.2,58.1
2025-03-25,Central,299,1126.69,33,67.3,47.1
2025-03-25,Riverside,157,620.01,9,72.0,56.9
2025-03-25,Northgate,160,689.75,13,92.9,74.8
2025-03-25,Eastfield,123,537.63,6,62.5,84.4
2025-03-25,Harbour,242,1118.01,11,55.6,85.9
2025-03-25,Greenpark,118,601.6,4,108.8,77.1
2025-03-26,Central,279,1284.35,11,73.4,97.4
2025-03-26,Riverside,181,589.93,13,109.3,71.1
2025-03-26,Northgate,182,557.94,12,73.4,69.9
2025-03-26,Eastfield,125,475.26,10,84.1,47.9
2025-03-26,Harbour,272,1200.35,33,115.2,57.4
2025-03-26,Greenpark,113,287.16,10,75.4,61.6
2025-03-27,Central,227,610.08,12,137.6,67.5
2025-03-27,Riverside,223,611.79,24,107.5,79.1
2025-03-27,Northgate,157,486.83,16,130.4,82.2
2025-03-27,Eastfield,122,330.06,16,112.1,68.9
2025-03-27,Harbour,250,826.64,37,115.3,68.0
2025-03-27,Greenpark,125,482.88,12,61.5,82.4
2025-03-28,Central,240,918.63,31,108.5,74.8
2025-03-28,Riverside,167,428.48,4,95.6,43.2
2025-03-28,Northgate,155,818.61,9,101.3,66.4
2025-03-28,Eastfield,151,495.39,7,88.0,67.8
2025-03-28,Harbour,241,1191.11,21,77.6,76.9
2025-03-28,Greenpark,91,295.74,4,168.7,90.7
2025-03-29,Central,175,872.49,7,78.3,87.1
2025-03-29,Riverside,124,498.1,4,89.3,59.2
2025-03-29,Northgate,133,409.85,22,105.4,84.7
2025-03-29,Eastfield,102,484.0,8,146.4,55.0
2025-03-29,Harbour,192,583.25,10,69.1,83.2
2025-03-29,Greenpark,91,271.55,12,77.3,53.1
2025-03-30,Central,212,860.23,14,59.6,81.0
2025-03-30,Riverside,146,467.58,9,120.5,99.0
2025-03-30,Northgate,99,408.15,2,122.1,87.8
2025-03-30,Eastfield,100,373.59,4,103.2,85.9
2025-03-30,Harbour,152,656.17,12,86.6,60.2
2025-03-30,Greenpark,95,296.28,5,116.5,68.5
2025-03-31,Central,265,995.82,9,93.9,60.5
2025-03-31,Riverside,234,1068.42,25,102.0,98.4
2025-03-31,Northgate,164,824.92,15,42.9,69.2
2025-03-31,Eastfield,115,350.79,14,75.0,71.0
2025-03-31,Harbour,256,1332.56,16,88.1,86.1
2025-03-31,Greenpark,116,313.16,9,79.8,75.2
2025-04-01,Central,331,1257.94,21,68.1,61.7
2025-04-01,Riverside,159,430.28,5,79.9,38.9
2025-04-01,Northgate,188,869.74,22,89.8,99.0
2025-04-01,Eastfield,133,359.02,16,106.4,93.8
2025-04-01,Harbour,255,1251.8,26,66.4,72.9
2025-04-01,Greenpark,133,628.66,16,83.9,64.8
2025-04-02,Central,295,1541.28,27,108.5,93.6
2025-04-02,Riverside,214,906.59,19,69.2,78.0
2025-04-02,Northgate,210,695.69,15,79.2,56.9
2025-04-02,Eastfield,115,434.07,6,95.4,85.5
2025-04-02,Harbour,202,1003.03,25,122.7,81.0
2025-04-02,Greenpark,131,431.28,6,99.3,80.3
2025-04-03,Central,237,728.25,12,69.7,82.5
2025-04-03,Riverside,152,681.86,14,108.8,81.4
2025-04-03,Northgate,151,417.54,14,71.3,93.5
2025-04-03,Eastfield,120,393.45,9,103.7,48.5
2025-04-03,Harbour,235,815.23,16,111.8,67.6
2025-04-03,Greenpark,108,456.85,10,113.9,81.2
2025-04-04,Central,243,623.85,17,125.4,63.0
2025-04-04,Riverside,144,642.68,14,110.6,91.9
2025-04-04,Northgate,176,737.47,19,119.2,77.0
2025-04-04,Eastfield,158,864.58,20,86.2,95.5
2025-04-04,Harbour,205,653.26,25,112.6,74.4
2025-04-04,Greenpark,112,457.3,10,110.6,85.3
2025-04-05,Central,216,834.69,18,124.7,89.6
2025-04-05,Riverside,173,519.36,13,144.1,72.1
2025-04-05,Northgate,159,528.81,19,105.1,56.7
2025-04-05,Eastfield,89,410.77,8,144.7,64.0
2025-04-05,Harbour,184,470.57,16,108.1,92.0
2025-04-05,Greenpark,108,530.11,10,96.1,80.4
2025-04-06,Central,153,453.04,10,53.6,80.1
2025-04-06,Riverside,164,701.68,16,83.4,69.7
2025-04-06,Northgate,138,380.01,9,118.3,75.9
2025-04-06,Eastfield,112,350.97,11,110.7,59.9
2025-04-06,Harbour,217,1191.7,13,102.2,73.1
2025-04-06,Greenpark,112,300.96,8,82.1,69.1
2025-04-07,Central,275,746.1,15,78.5,61.4
2025-04-07,Riverside,146,409.23,10,88.6,68.4
2025-04-07,Northgate,166,553.63,15,79.7,87.8
2025-04-07,Eastfield,110,317.79,6,75.8,52.6
2025-04-07,Harbour,217,679.54,18,85.5,77.0
2025-04-07,Greenpark,130,385.42,8,94.2,59.3
2025-04-08,Central,306,1502.89,8,100.9,56.1
2025-04-08,Riverside,162,708.26,13,92.6,45.4
2025-04-08,Northgate,165,564.2,9,65.4,37.2
2025-04-08,Eastfield,138,621.23,17,107.1,77.5
2025-04-08,Harbour,244,1224.96,5,65.4,64.5
2025-04-08,Greenpark,143,568.81,11,126.2,71.1
2025-04-09,Central,321,1194.25,22,81.8,42.5
2025-04-09,Riverside,180,556.07,16,142.6,96.4
2025-04-09,Northgate,219,698.5,16,42.6,85.0
2025-04-09,Eastfield,112,471.81,10,80.3,59.4
2025-04-09,Harbour,212,1055.15,13,104.5,69.1
2025-04-09,Greenpark,117,342.69,10,125.4,64.3
2025-04-10,Central,255,1063.44,18,105.0,79.0
2025-04-10,Riverside,207,654.43,10,105.2,67.4
2025-04-10,Northgate,148,370.29,7,102.4,77.6
2025-04-10,Eastfield,153,452.29,15,42.8,63.2
2025-04-10,Harbour,231,1215.57,12,78.6,61.0
2025-04-10,Greenpark,114,444.47,12,79.8,78.9
2025-04-11,Central,174,746.59,11,124.3,66.5
2025-04-11,Riverside,177,713.62,8,114.2,75.2
2025-04-11,Northgate,179,474.48,35,96.4,64.3
2025-04-11,Eastfield,150,447.31,11,93.9,65.6
2025-04-11,Harbour,213,921.22,19,74.6,63.8
2025-04-11,Greenpark,135,496.3,8,81.6,77.4
2025-04-12,Central,212,960.82,21,113.6,73.7
2025-04-12,Riverside,146,373.39,10,97.5,91.4
2025-04-12,Northgate,125,441.91,12,107.6,74.9
2025-04-12,Eastfield,117,530.65,4,116.7,65.2
2025-04-12,Harbour,169,565.28,18,119.8,87.6
2025-04-12,Greenpark,82,224.42,3,54.0,66.1
2025-04-13,Central,269,1427.44,17,83.3,54.7
2025-04-13,Riverside,136,734.98,12,97.1,27.1
2025-04-13,Northgate,136,610.06,4,115.6,84.2
2025-04-13,Eastfield,120,594.27,10,71.3,98.2
2025-04-13,Harbour,218,1130.7,15,88.2,80.9
2025-04-13,Greenpark,81,248.82,8,81.8,56.2
2025-04-14,Central,332,949.41,23,100.7,97.7
2025-04-14,Riverside,191,649.37,4,60.8,99.0
2025-04-14,Northgate,189,667.52,15,116.3,90.8
2025-04-14,Eastfield,163,846.81,17,53.6,57.6
2025-04-14,Harbour,228,964.57,18,69.3,70.5
2025-04-14,Greenpark,118,556.56,7,96.8,68.8
2025-04-15,Central,246,742.32,20,51.4,80.7
2025-04-15,Riverside,191,676.63,17,84.7,99.0
2025-04-15,Northgate,180,586.54,7,48.4,87.4
2025-04-15,Eastfield,136,534.76,12,62.8,51.0
2025-04-15,Harbour,213,666.09,23,93.3,59.2
2025-04-15,Greenpark,136,430.27,10,125.0,65.1
2025-04-16,Central,267,1035.26,30,105.3,69.2
2025-04-16,Riverside,202,524.79,28,32.8,62.1
2025-04-16,Northgate,178,963.59,8,138.1,79.5
2025-04-16,Eastfield,126,358.98,7,110.3,74.4
2025-04-16,Harbour,213,759.13,18,40.4,89.2
2025-04-16,Greenpark,122,528.93,11,60.7,61.4
2025-04-17,Central,272,1017.15,15,123.9,91.3
2025-04-17,Riverside,189,575.57,11,102.9,67.0
2025-04-17,Northgate,165,495.76,10,98.8,87.3
2025-04-17,Eastfield,129,605.59,4,100.6,82.4
2025-04-17,Harbour,191,908.62,25,144.7,77.3
2025-04-17,Greenpark,142,706.22,9,100.9,68.3
2025-04-18,Central,331,1255.78,27,113.3,68.8
2025-04-18,Riverside,211,833.89,13,46.2,74.2
2025-04-18,Northgate,125,327.23,12,132.7,61.6
2025-04-18,Eastfield,152,747.28,6,91.8,80.7
2025-04-18,Harbour,209,1143.44,22,96.8,67.0
2025-04-18,Greenpark,136,389.12,15,62.7,80.6
2025-04-19,Central,251,941.65,6,86.8,66.9
2025-04-19,Riverside,194,1007.62,12,90.1,60.7
2025-04-19,Northgate,160,478.25,20,85.7,64.4
2025-04-19,Eastfield,98,256.58,7,47.3,91.8
2025-04-19,Harbour,195,494.11,13,78.1,87.1
2025-04-19,Greenpark,98,361.92,6,96.0,78.6
2025-04-20,Central,267,884.97,13,89.0,83.7
2025-04-20,Riverside,147,555.42,12,105.8,79.1
2025-04-20,Northgate,125,618.99,7,45.4,62.8
2025-04-20,Eastfield,117,310.5,6,22.3,66.4
2025-04-20,Harbour,165,674.82,5,101.3,54.2
2025-04-20,Greenpark,104,308.02,10,83.5,61.6
2025-04-21,Central,238,1080.3,6,134.2,59.1
2025-04-21,Riverside,207,678.85,9,69.9,60.7
2025-04-21,Northgate,133,600.78,8,107.9,86.6
2025-04-21,Eastfield,122,362.21,14,75.5,92.0
2025-04-21,Harbour,193,529.53,20,110.1,88.7
2025-04-21,Greenpark,133,447.99,11,152.0,62.7
2025-04-22,Central,223,778.46,5,123.6,75.1
2025-04-22,Riverside,218,908.75,20,71.2,61.8
2025-04-22,Northgate,149,759.41,15,83.7,85.4
2025-04-22,Eastfield,145,624.87,18,113.4,98.7
2025-04-22,Harbour,178,855.42,11,113.2,56.4
2025-04-22,Greenpark,126,597.4,5,102.1,57.2
2025-04-23,Central,250,983.9,29,89.8,80.0
2025-04-23,Riverside,184,505.04,14,68.2,99.0
2025-04-23,Northgate,137,464.13,11,100.5,73.2
2025-04-23,Eastfield,158,632.13,21,53.3,87.9
2025-04-23,Harbour,226,662.14,23,70.1,87.5
2025-04-23,Greenpark,146,759.32,12,111.0,87.9
2025-04-24,Central,298,1009.47,25,111.3,54.9
2025-04-24,Riverside,226,576.01,29,72.4,89.6
2025-04-24,Northgate,183,645.66,25,76.0,76.3
2025-04-24,Eastfield,156,754.96,9,72.1,92.3
2025-04-24,Harbour,270,1450.68,22,110.2,99.0
2025-04-24,Greenpark,117,425.87,6,56.0,94.6
2025-04-25,Central,270,930.08,19,94.2,76.1
2025-04-25,Riverside,222,1218.05,18,126.9,77.1
2025-04-25,Northgate,139,515.43,6,125.1,89.1
2025-04-25,Eastfield,114,501.28,7,100.4,56.6
2025-04-25,Harbour,267,1271.03,29,95.0,88.3
2025-04-25,Greenpark,128,391.67,15,147.2,56.8
2025-04-26,Central,224,644.37,20,158.9,62.4
2025-04-26,Riverside,142,379.29,11,99.9,58.4
2025-04-26,Northgate,109,481.05,9,144.3,71.7
2025-04-26,Eastfield,94,408.05,4,134.7,80.6
2025-04-26,Harbour,231,900.56,9,110.0,58.2
2025-04-26,Greenpark,69,361.15,7,69.3,90.5
2025-04-27,Central,204,972.83,26,38.6,54.3
2025-04-27,Riverside,166,897.72,8,80.2,69.5
2025-04-27,Northgate,141,420.99,2,43.4,61.7
2025-04-27,Eastfield,93,478.93,6,50.2,51.7
2025-04-27,Harbour,174,773.38,24,99.3,79.7
2025-04-27,Greenpark,129,547.63,8,52.9,56.6
2025-04-28,Central,272,812.73,13,74.0,82.1
2025-04-28,Riverside,195,835.71,11,100.3,87.4
2025-04-28,Northgate,193,795.32,12,98.1,60.1
2025-04-28,Eastfield,125,423.62,13,93.2,70.9
2025-04-28,Harbour,296,811.59,11,125.1,76.8
2025-04-28,Greenpark,115,504.88,6,107.3,80.5
2025-04-29,Central,291,836.05,22,109.0,59.8
2025-04-29,Riverside,190,769.28,12,112.1,73.9
2025-04-29,Northgate,162,798.5,22,80.3,84.7
2025-04-29,Eastfield,125,553.98,5,81.2,69.8
2025-04-29,Harbour,259,945.26,22,87.7,50.3
2025-04-29,Greenpark,121,430.68,14,101.3,92.8
2025-04-30,Central,301,1460.82,34,57.0,98.2
2025-04-30,Riverside,194,837.16,18,109.3,52.9
2025-04-30,Northgate,137,366.99,12,130.0,80.3
2025-04-30,Eastfield,101,454.46,8,92.2,59.9
2025-04-30,Harbour,219,680.41,14,81.5,70.0
2025-04-30,Greenpark,120,473.99,0,122.2,66.4
2025-05-01,Central,299,803.15,13,98.2,61.0
2025-05-01,Riverside,230,959.93,19,99.4,51.9
2025-05-01,Northgate,166,886.09,13,82.8,84.3
2025-05-01,Eastfield,106,378.89,8,119.4,40.4
2025-05-01,Harbour,281,1048.79,34,29.0,67.1
2025-05-01,Greenpark,123,576.37,11,71.9,48.0
2025-05-02,Central,285,865.57,20,110.5,87.6
2025-05-02,Riverside,165,869.1,26,90.4,66.6
2025-05-02,Northgate,203,1111.94,12,107.6,66.8
2025-05-02,Eastfield,126,465.95,12,103.1,71.1
2025-05-02,Harbour,260,910.67,16,81.1,96.0
2025-05-02,Greenpark,141,692.66,12,75.1,78.4
2025-05-03,Central,290,1075.38,3,98.9,72.1
2025-05-03,Riverside,178,656.46,9,80.5,54.4
2025-05-03,Northgate,143,536.99,20,123.6,46.0
2025-05-03,Eastfield,95,371.95,8,147.4,95.9
2025-05-03,Harbour,221,569.21,12,125.1,62.6
2025-05-03,Greenpark,79,362.2,7,129.4,76.7
2025-05-04,Central,271,1074.39,33,85.0,62.8
2025-05-04,Riverside,210,848.64,7,49.0,71.5
2025-05-04,Northgate,159,480.69,13,72.7,71.1
2025-05-04,Eastfield,125,465.26,17,119.0,72.8
2025-05-04,Harbour,209,1080.94,23,126.3,77.9
2025-05-04,Greenpark,122,639.17,8,63.2,76.3
2025-05-05,Central,265,858.75,16,108.1,44.5
2025-05-05,Riverside,161,699.75,21,96.8,52.6
2025-05-05,Northgate,159,588.45,8,128.4,89.7
2025-05-05,Eastfield,133,557.77,14,126.5,89.2
2025-05-05,Harbour,212,1089.52,23,88.1,78.8
2025-05-05,Greenpark,114,578.82,7,146.2,72.0
2025-05-06,Central,329,1572.63,18,74.8,46.6
2025-05-06,Riverside,218,743.41,18,112.3,83.0
2025-05-06,Northgate,153,690.81,10,108.3,96.3
2025-05-06,Eastfield,135,463.94,4,142.4,57.8
2025-05-06,Harbour,217,806.37,22,74.2,62.4
2025-05-06,Greenpark,123,444.12,10,105.5,76.0
2025-05-07,Central,284,1524.76,25,57.3,54.6
2025-05-07,Riverside,202,571.06,11,74.7,55.3
2025-05-07,Northgate,182,620.15,15,80.9,78.3
2025-05-07,Eastfield,141,641.21,11,95.2,40.7
2025-05-07,Harbour,249,712.1,36,119.7,62.8
2025-05-07,Greenpark,119,533.95,10,113.3,80.9
2025-05-08,Central,292,1482.05,26,105.0,61.2
2025-05-08,Riverside,226,736.07,25,93.4,73.1
2025-05-08,Northgate,177,694.98,13,86.2,87.7
2025-05-08,Eastfield,141,584.69,9,110.1,59.2
2025-05-08,Harbour,324,1257.99,28,104.5,77.7
2025-05-08,Greenpark,112,561.85,10,125.5,87.9
2025-05-09,Central,332,1552.47,23,89.5,58.1
2025-05-09,Riverside,205,900.8,17,72.1,59.4
2025-05-09,Northgate,172,830.16,15,69.4,67.5
2025-05-09,Eastfield,136,738.12,9,59.1,52.3
2025-05-09,Harbour,253,966.96,4,95.4,87.7
2025-05-09,Greenpark,103,561.17,8,90.5,70.4
2025-05-10,Central,281,1052.47,36,130.0,66.3
2025-05-10,Riverside,180,800.32,11,65.0,37.3
2025-05-10,Northgate,163,658.3,8,117.4,46.9
2025-05-10,Eastfield,112,589.35,9,83.6,69.6
2025-05-10,Harbour,193,609.67,7,107.0,82.2
2025-05-10,Greenpark,103,544.5,7,70.1,69.3
2025-05-11,Central,176,637.91,15,131.4,84.1
2025-05-11,Riverside,167,819.5,11,77.7,42.5
2025-05-11,Northgate,148,752.48,20,89.7,94.6
2025-05-11,Eastfield,112,611.6,9,74.7,84.3
2025-05-11,Harbour,209,1060.17,16,102.2,63.6
2025-05-11,Greenpark,82,406.44,5,120.0,64.5
2025-05-12,Central,267,722.12,15,100.9,52.1
2025-05-12,Riverside,185,671.66,5,43.1,70.7
2025-05-12,Northgate,172,583.8,12,72.0,64.6
2025-05-12,Eastfield,128,563.8,11,99.5,91.5
2025-05-12,Harbour,263,790.69,17,134.2,73.0
2025-05-12,Greenpark,111,373.73,5,60.3,48.0
2025-05-13,Central,250,1143.43,21,82.2,58.5
2025-05-13,Riverside,242,1141.85,19,70.2,78.3
2025-05-13,Northgate,156,566.61,12,82.4,70.6
2025-05-13,Eastfield,133,349.7,12,85.1,54.2
2025-05-13,Harbour,231,1257.51,20,127.9,63.5
2025-05-13,Greenpark,141,433.72,5,124.5,79.2
2025-05-14,Central,290,997.92,18,60.0,91.8
2025-05-14,Riverside,211,1043.01,10,70.8,67.3
2025-05-14,Northgate,161,547.35,9,124.6,97.1
2025-05-14,Eastfield,117,581.72,14,91.3,50.5
2025-05-14,Harbour,227,642.32,21,86.8,84.0
2025-05-14,Greenpark,104,277.39,11,60.1,80.9
2025-05-15,Central,269,791.26,19,81.6,68.0
2025-05-15,Riverside,174,595.61,13,103.0,96.8
2025-05-15,Northgate,179,734.56,19,83.2,65.6
2025-05-15,Eastfield,131,473.73,12,76.5,89.9
2025-05-15,Harbour,274,725.78,23,89.0,47.0
2025-05-15,Greenpark,134,704.52,7,48.9,58.6
2025-05-16,Central,295,1170.31,28,112.5,68.2
2025-05-16,Riverside,244,1204.24,22,75.0,43.4
2025-05-16,Northgate,167,815.26,18,99.0,80.6
2025-05-16,Eastfield,149,750.23,14,81.1,70.0
2025-05-16,Harbour,298,1147.61,15,76.5,91.4
2025-05-16,Greenpark,103,489.06,9,59.6,75.3
2025-05-17,Central,281,1109.33,15,72.9,33.2
2025-05-17,Riverside,170,785.71,18,86.3,47.8
2025-05-17,Northgate,141,352.9,9,113.8,54.2
2025-05-17,Eastfield,115,340.33,13,111.8,94.9
2025-05-17,Harbour,227,1231.75,23,48.5,85.0
2025-05-17,Greenpark,93,482.87,7,86.3,60.4
2025-05-18,Central,261,960.72,30,124.1,70.7
2025-05-18,Riverside,188,519.71,12,108.4,78.4
2025-05-18,Northgate,141,422.51,5,102.9,99.0
2025-05-18,Eastfield,95,297.85,9,92.7,68.4
2025-05-18,Harbour,233,1048.68,19,109.7,70.7
2025-05-18,Greenpark,106,432.77,9,79.8,77.4
2025-05-19,Central,310,1299.91,7,66.2,77.2
2025-05-19,Riverside,242,1309.09,8,103.9,74.9
2025-05-19,Northgate,188,578.3,23,122.9,94.6
2025-05-19,Eastfield,131,535.26,20,101.1,40.8
2025-05-19,Harbour,261,797.96,16,91.8,59.6
2025-05-19,Greenpark,109,363.0,15,45.6,83.3
2025-05-20,Central,216,1017.66,17,94.3,63.8
2025-05-20,Riverside,219,555.39,15,136.1,77.4
2025-05-20,Northgate,156,845.11,12,154.8,77.7
2025-05-20,Eastfield,133,503.73,4,82.8,81.5
2025-05-20,Harbour,244,1172.72,9,98.0,61.9
2025-05-20,Greenpark,141,463.5,10,82.1,70.7
2025-05-21,Central,384,1617.68,14,64.1,55.2
2025-05-21,Riverside,195,545.7,10,135.0,84.0
2025-05-21,Northgate,196,757.92,7,135.5,70.3
2025-05-21,Eastfield,118,622.32,5,94.4,61.7
2025-05-21,Harbour,250,1034.81,25,75.7,53.5
2025-05-21,Greenpark,125,505.53,14,92.4,77.9
2025-05-22,Central,269,1223.77,22,98.1,82.6
2025-05-22,Riverside,209,1003.0,10,119.0,68.4
2025-05-22,Northgate,193,843.51,17,85.1,60.5
2025-05-22,Eastfield,149,507.03,16,109.3,61.4
2025-05-22,Harbour,194,843.87,14,92.7,68.3
2025-05-22,Greenpark,103,561.76,7,85.3,67.4
2025-05-23,Central,323,1219.81,19,85.9,72.7
2025-05-23,Riverside,201,994.94,13,116.5,73.2
2025-05-23,Northgate,202,586.02,13,99.2,78.3
2025-05-23,Eastfield,145,482.37,10,125.9,56.5
2025-05-23,Harbour,263,1240.21,16,91.0,62.6
2025-05-23,Greenpark,106,577.58,5,128.8,85.3
2025-05-24,Central,246,1206.76,21,121.4,69.2
2025-05-24,Riverside,154,734.36,7,134.0,49.0
2025-05-24,Northgate,178,566.93,12,91.4,67.2
2025-05-24,Eastfield,93,331.49,7,79.8,69.9
2025-05-24,Harbour,229,676.75,19,137.1,87.0
2025-05-24,Greenpark,124,462.79,7,88.9,72.0
2025-05-25,Central,283,740.1,33,98.9,71.4
2025-05-25,Riverside,170,889.06,0,110.5,96.6
2025-05-25,Northgate,154,596.08,13,36.1,64.3
2025-05-25,Eastfield,101,419.06,7,119.8,68.7
2025-05-25,Harbour,217,905.56,14,48.5,73.7
2025-05-25,Greenpark,117,399.52,9,87.6,68.3
2025-05-26,Central,337,1319.31,19,80.1,64.7
2025-05-26,Riverside,215,758.75,16,94.8,76.6
2025-05-26,Northgate,218,1188.35,15,70.7,86.7
2025-05-26,Eastfield,133,574.25,6,84.6,71.1
2025-05-26,Harbour,256,972.42,22,52.3,99.0
2025-05-26,Greenpark,136,704.72,9,122.4,48.5
2025-05-27,Central,179,597.16,17,53.8,81.1
2025-05-27,Riverside,185,1016.83,6,97.8,62.6
2025-05-27,Northgate,187,612.68,0,80.5,68.1
2025-05-27,Eastfield,132,556.06,12,96.1,80.4
2025-05-27,Harbour,304,1428.64,19,144.7,99.0
2025-05-27,Greenpark,102,554.1,7,94.9,89.7
2025-05-28,Central,243,1003.92,23,98.8,99.0
2025-05-28,Riverside,238,716.71,14,55.9,54.3
2025-05-28,Northgate,209,826.08,14,103.9,92.5
2025-05-28,Eastfield,154,495.09,9,95.6,48.9
2025-05-28,Harbour,249,955.3,36,96.8,79.1
2025-05-28,Greenpark,139,590.66,11,74.1,93.4
2025-05-29,Central,294,1082.93,15,85.5,80.2
2025-05-29,Riverside,183,949.16,7,93.5,79.4
2025-05-29,Northgate,183,835.09,3,118.5,58.5
2025-05-29,Eastfield,107,368.82,4,44.5,70.5
2025-05-29,Harbour,224,1215.14,11,62.0,40.1
2025-05-29,Greenpark,126,406.33,10,124.0,86.6
2025-05-30,Central,267,1209.67,22,98.6,62.1
2025-05-30,Riverside,181,909.5,18,57.9,68.9
2025-05-30,Northgate,204,843.42,6,85.4,61.8
2025-05-30,Eastfield,122,455.48,7,70.6,82.6
2025-05-30,Harbour,201,1091.3,6,66.6,58.6
2025-05-30,Greenpark,146,740.95,11,84.8,87.1
2025-05-31,Central,211,566.05,24,52.0,58.3
2025-05-31,Riverside,193,658.57,19,80.1,85.5
2025-05-31,Northgate,180,824.18,12,122.1,96.1
2025-05-31,Eastfield,119,395.56,15,43.4,67.2
2025-05-31,Harbour,228,959.4,19,103.1,99.0
2025-05-31,Greenpark,75,228.4,5,44.1,72.7
2025-06-01,Central,244,707.56,7,79.9,76.8
2025-06-01,Riverside,187,898.22,18,102.7,59.6
2025-06-01,Northgate,154,683.64,17,138.0,34.6
2025-06-01,Eastfield,116,318.34,8,51.4,63.8
2025-06-01,Harbour,177,809.76,14,82.5,78.6
2025-06-01,Greenpark,104,405.79,11,102.4,60.4
2025-06-02,Central,309,1352.85,26,84.8,62.7
2025-06-02,Riverside,222,961.51,16,107.9,84.3
2025-06-02,Northgate,186,618.51,11,60.1,90.3
2025-06-02,Eastfield,143,368.07,10,122.0,86.1
2025-06-02,Harbour,264,1172.69,29,103.8,58.9
2025-06-02,Greenpark,115,412.49,8,108.5,85.1
2025-06-03,Central,277,1047.25,21,114.4,71.2
2025-06-03,Riverside,169,688.84,18,86.2,38.7
2025-06-03,Northgate,211,946.69,10,70.2,85.8
2025-06-03,Eastfield,124,553.85,8,97.6,64.8
2025-06-03,Harbour,190,518.87,2,119.9,79.9
2025-06-03,Greenpark,116,581.92,4,86.5,79.5
2025-06-04,Central,249,698.6,21,89.7,89.7
2025-06-04,Riverside,223,618.62,4,107.0,94.5
2025-06-04,Northgate,167,509.81,10,98.1,62.6
2025-06-04,Eastfield,139,689.23,8,66.1,52.0
2025-06-04,Harbour,198,510.81,19,113.7,93.0
2025-06-04,Greenpark,149,674.33,14,80.5,54.7
2025-06-05,Central,337,1815.82,31,66.3,79.0
2025-06-05,Riverside,257,1245.01,30,116.1,79.7
2025-06-05,Northgate,168,742.79,17,100.0,70.8
2025-06-05,Eastfield,139,416.93,9,73.9,80.3
2025-06-05,Harbour,247,1295.39,7,83.5,66.4
2025-06-05,Greenpark,124,649.18,15,104.9,57.6
2025-06-06,Central,280,1274.08,18,131.7,80.1
2025-06-06,Riverside,193,717.27,4,71.0,51.7
2025-06-06,Northgate,142,744.91,13,107.4,67.6
2025-06-06,Eastfield,143,746.6,8,111.4,71.0
2025-06-06,Harbour,209,640.57,23,80.7,67.9
2025-06-06,Greenpark,146,426.93,10,103.7,58.5
2025-06-07,Central,236,1054.32,26,144.3,78.2
2025-06-07,Riverside,195,643.17,24,93.7,63.7
2025-06-07,Northgate,152,759.57,16,122.3,90.0
2025-06-07,Eastfield,98,479.78,10,100.4,67.4
2025-06-07,Harbour,201,882.77,20,51.9,43.0
2025-06-07,Greenpark,117,621.1,6,104.3,80.8
2025-06-08,Central,249,822.69,19,100.8,82.8
2025-06-08,Riverside,150,698.72,15,93.0,67.5
2025-06-08,Northgate,129,641.0,11,112.5,53.8
2025-06-08,Eastfield,139,392.31,4,114.8,63.4
2025-06-08,Harbour,230,1241.16,9,95.1,84.9
2025-06-08,Greenpark,98,532.37,8,80.1,67.5
2025-06-09,Central,335,1217.71,20,88.6,62.1
2025-06-09,Riverside,207,775.94,17,80.8,84.5
2025-06-09,Northgate,184,972.68,9,125.7,71.8
2025-06-09,Eastfield,169,793.56,11,83.5,55.8
2025-06-09,Harbour,228,817.29,19,98.6,72.2
2025-06-09,Greenpark,145,550.45,11,105.5,91.7
2025-06-10,Central,295,1272.31,31,65.9,99.0
2025-06-10,Riverside,187,880.42,11,96.7,41.7
2025-06-10,Northgate,213,624.44,13,65.7,99.0
2025-06-10,Eastfield,133,501.15,10,83.7,97.9
2025-06-10,Harbour,219,1081.73,22,61.1,78.2
2025-06-10,Greenpark,134,668.64,5,56.4,63.9
2025-06-11,Central,318,1222.47,33,58.8,71.1
2025-06-11,Riverside,167,916.32,19,44.6,29.5
2025-06-11,Northgate,198,970.69,16,138.7,66.1
2025-06-11,Eastfield,133,409.23,21,54.6,68.6
2025-06-11,Harbour,240,1285.63,23,150.4,80.4
2025-06-11,Greenpark,106,384.51,8,101.2,60.0
2025-06-12,Central,362,1144.43,25,86.9,54.6
2025-06-12,Riverside,212,796.44,19,73.6,72.5
2025-06-12,Northgate,194,548.72,6,63.5,83.0
2025-06-12,Eastfield,154,696.12,15,116.5,75.8
2025-06-12,Harbour,240,778.77,15,117.4,89.0
2025-06-12,Greenpark,113,377.86,6,58.9,64.8
2025-06-13,Central,300,1054.66,26,87.6,76.1
2025-06-13,Riverside,218,948.05,14,98.2,65.0
2025-06-13,Northgate,156,750.23,5,85.0,90.6
2025-06-13,Eastfield,135,650.09,13,118.9,71.4
2025-06-13,Harbour,228,1120.7,22,83.4,83.5
2025-06-13,Greenpark,126,532.65,5,113.1,73.7
2025-06-14,Central,286,726.4,27,44.2,99.0
2025-06-14,Riverside,154,701.21,12,134.8,72.3
2025-06-14,Northgate,126,560.04,9,98.4,70.2
2025-06-14,Eastfield,98,527.93,8,75.2,72.5
2025-06-14,Harbour,170,834.88,17,17.5,73.9
2025-06-14,Greenpark,96,397.51,8,73.3,73.5
2025-06-15,Central,289,1464.79,20,109.6,66.4
