date,hour,district,sensor_type,value,status
2025-01-22,12,Riverside,air_quality,71.8,normal
2025-01-22,16,Riverside,air_quality,71.7,normal
2025-01-22,20,Riverside,air_quality,97.0,normal
2025-01-22,8,Riverside,noise_level,70.4,normal
2025-01-22,12,Riverside,noise_level,57.6,normal
2025-01-22,16,Riverside,noise_level,70.7,warning
2025-01-22,20,Riverside,noise_level,51.8,normal
2025-01-22,8,Riverside,temperature,11.6,critical
2025-01-22,12,Riverside,temperature,7.3,normal
2025-01-22,16,Riverside,temperature,8.2,normal
2025-01-22,20,Riverside,temperature,5.0,normal
2025-01-22,8,Riverside,humidity,72.0,normal
2025-01-22,12,Riverside,humidity,86.3,warning
2025-01-22,16,Riverside,humidity,67.9,normal
2025-01-22,20,Riverside,humidity,65.9,normal
2025-01-22,8,Riverside,traffic_flow,718.0,warning
2025-01-22,12,Riverside,traffic_flow,557.0,normal
2025-01-22,16,Riverside,traffic_flow,984.0,normal
2025-01-22,20,Riverside,traffic_flow,199.0,normal
2025-01-22,8,Northgate,air_quality,50.1,normal
2025-01-22,12,Northgate,air_quality,63.1,normal
2025-01-22,16,Northgate,air_quality,38.2,normal
2025-01-22,20,Northgate,air_quality,18.5,normal
2025-01-22,8,Northgate,noise_level,50.7,normal
2025-01-22,12,Northgate,noise_level,81.3,normal
2025-01-22,16,Northgate,noise_level,76.3,warning
2025-01-22,20,Northgate,noise_level,78.0,normal
2025-01-22,8,Northgate,temperature,6.4,normal
2025-01-22,12,Northgate,temperature,13.0,normal
2025-01-22,16,Northgate,temperature,15.1,normal
2025-01-22,20,Northgate,temperature,8.2,critical
2025-01-22,8,Northgate,humidity,63.1,normal
2025-01-22,12,Northgate,humidity,69.9,normal
2025-01-22,16,Northgate,humidity,72.4,normal
2025-01-22,20,Northgate,humidity,60.1,normal
2025-01-22,8,Northgate,traffic_flow,968.0,normal
2025-01-22,12,Northgate,traffic_flow,499.0,normal
2025-01-22,16,Northgate,traffic_flow,487.0,critical
2025-01-22,20,Northgate,traffic_flow,280.0,normal
2025-01-22,8,Eastfield,air_quality,63.8,normal
2025-01-22,12,Eastfield,air_quality,44.0,normal
2025-01-22,16,Eastfield,air_quality,57.7,normal
2025-01-22,20,Eastfield,air_quality,32.1,normal
2025-01-22,8,Eastfield,noise_level,54.0,normal
2025-01-22,12,Eastfield,noise_level,43.5,normal
2025-01-22,16,Eastfield,noise_level,77.2,normal
2025-01-22,20,Eastfield,noise_level,73.2,normal
2025-01-22,8,Eastfield,temperature,11.0,warning
2025-01-22,12,Eastfield,temperature,6.3,normal
2025-01-22,16,Eastfield,temperature,14.4,normal
2025-01-22,20,Eastfield,temperature,12.1,normal
2025-01-22,8,Eastfield,humidity,60.1,normal
2025-01-22,12,Eastfield,humidity,71.4,normal
2025-01-22,16,Eastfield,humidity,63.8,normal
2025-01-22,20,Eastfield,humidity,75.3,normal
2025-01-22,8,Eastfield,traffic_flow,668.0,normal
2025-01-22,12,Eastfield,traffic_flow,112.0,normal
2025-01-22,16,Eastfield,traffic_flow,887.0,normal
2025-01-22,20,Eastfield,traffic_flow,512.0,normal
2025-01-22,8,Harbour,air_quality,17.2,normal
2025-01-22,12,Harbour,air_quality,4.3,normal
2025-01-22,16,Harbour,air_quality,51.2,normal
2025-01-22,20,Harbour,air_quality,56.2,normal
2025-01-22,8,Harbour,noise_level,60.5,normal
2025-01-22,12,Harbour,noise_level,52.2,critical
2025-01-22,16,Harbour,noise_level,86.3,normal
2025-01-22,20,Harbour,noise_level,68.3,normal
2025-01-22,8,Harbour,temperature,13.8,normal
2025-01-22,12,Harbour,temperature,6.9,normal
2025-01-22,16,Harbour,temperature,14.3,normal
2025-01-22,20,Harbour,temperature,11.5,normal
2025-01-22,8,Harbour,humidity,93.4,normal
2025-01-22,12,Harbour,humidity,75.6,normal
2025-01-22,16,Harbour,humidity,67.7,normal
2025-01-22,20,Harbour,humidity,65.0,normal
2025-01-22,8,Harbour,traffic_flow,713.0,warning
2025-01-22,12,Harbour,traffic_flow,401.0,normal
2025-01-22,16,Harbour,traffic_flow,908.0,normal
2025-01-22,20,Harbour,traffic_flow,623.0,critical
2025-01-22,8,Greenpark,air_quality,61.4,normal
2025-01-22,12,Greenpark,air_quality,32.0,critical
2025-01-22,16,Greenpark,air_quality,21.0,normal
2025-01-22,20,Greenpark,air_quality,52.2,normal
2025-01-22,8,Greenpark,noise_level,42.9,normal
2025-01-22,12,Greenpark,noise_level,62.4,normal
2025-01-22,16,Greenpark,noise_level,47.4,normal
2025-01-22,20,Greenpark,noise_level,72.4,warning
2025-01-22,8,Greenpark,temperature,9.0,normal
2025-01-22,12,Greenpark,temperature,9.4,normal
2025-01-22,16,Greenpark,temperature,5.8,normal
2025-01-22,20,Greenpark,temperature,13.4,normal
2025-01-22,8,Greenpark,humidity,69.3,critical
2025-01-22,12,Greenpark,humidity,69.8,warning
2025-01-22,16,Greenpark,humidity,47.4,normal
2025-01-22,20,Greenpark,humidity,39.9,normal
2025-01-22,8,Greenpark,traffic_flow,690.0,normal
2025-01-22,12,Greenpark,traffic_flow,346.0,normal
2025-01-22,16,Greenpark,traffic_flow,686.0,normal
2025-01-22,20,Greenpark,traffic_flow,684.0,normal
2025-01-23,8,Central,air_quality,66.0,normal
2025-01-23,12,Central,air_quality,46.0,normal
2025-01-23,16,Central,air_quality,33.2,normal
2025-01-23,20,Central,air_quality,26.7,normal
2025-01-23,8,Central,noise_level,62.1,normal
2025-01-23,12,Central,noise_level,66.3,normal
2025-01-23,16,Central,noise_level,57.1,normal
2025-01-23,20,Central,noise_level,68.0,warning
2025-01-23,8,Central,temperature,8.6,critical
2025-01-23,12,Central,temperature,6.9,normal
2025-01-23,16,Central,temperature,11.5,normal
2025-01-23,20,Central,temperature,4.9,normal
2025-01-23,8,Central,humidity,45.0,normal
2025-01-23,12,Central,humidity,51.8,normal
2025-01-23,16,Central,humidity,56.7,normal
2025-01-23,20,Central,humidity,75.9,warning
2025-01-23,8,Central,traffic_flow,592.0,normal
2025-01-23,12,Central,traffic_flow,368.0,normal
2025-01-23,16,Central,traffic_flow,855.0,normal
2025-01-23,20,Central,traffic_flow,441.0,warning
2025-01-23,8,Riverside,air_quality,58.1,normal
2025-01-23,12,Riverside,air_quality,41.8,normal
2025-01-23,16,Riverside,air_quality,34.5,normal
2025-01-23,20,Riverside,air_quality,69.1,normal
2025-01-23,8,Riverside,noise_level,54.6,normal
2025-01-23,12,Riverside,noise_level,53.0,normal
2025-01-23,16,Riverside,noise_level,52.2,normal
2025-01-23,20,Riverside,noise_level,51.8,normal
2025-01-23,8,Riverside,temperature,14.8,normal
2025-01-23,12,Riverside,temperature,15.4,normal
2025-01-23,16,Riverside,temperature,12.6,normal
2025-01-23,20,Riverside,temperature,11.6,normal
2025-01-23,8,Riverside,humidity,53.8,normal
2025-01-23,12,Riverside,humidity,58.7,normal
2025-01-23,16,Riverside,humidity,42.5,normal
2025-01-23,20,Riverside,humidity,62.0,normal
2025-01-23,8,Riverside,traffic_flow,612.0,normal
2025-01-23,12,Riverside,traffic_flow,431.0,normal
2025-01-23,16,Riverside,traffic_flow,698.0,normal
2025-01-23,20,Riverside,traffic_flow,443.0,normal
2025-01-23,8,Northgate,air_quality,-0.5,warning
2025-01-23,12,Northgate,air_quality,30.0,normal
2025-01-23,16,Northgate,air_quality,15.3,normal
2025-01-23,20,Northgate,air_quality,27.3,warning
2025-01-23,8,Northgate,noise_level,66.5,critical
2025-01-23,12,Northgate,noise_level,67.3,normal
2025-01-23,16,Northgate,noise_level,66.1,warning
2025-01-23,20,Northgate,noise_level,64.3,normal
2025-01-23,8,Northgate,temperature,10.2,normal
2025-01-23,12,Northgate,temperature,12.0,normal
2025-01-23,16,Northgate,temperature,3.3,normal
2025-01-23,20,Northgate,temperature,14.6,normal
2025-01-23,8,Northgate,humidity,61.6,normal
2025-01-23,12,Northgate,humidity,75.1,warning
2025-01-23,16,Northgate,humidity,20.1,normal
2025-01-23,20,Northgate,humidity,64.6,normal
2025-01-23,8,Northgate,traffic_flow,695.0,normal
2025-01-23,12,Northgate,traffic_flow,354.0,normal
2025-01-23,16,Northgate,traffic_flow,645.0,normal
2025-01-23,20,Northgate,traffic_flow,266.0,warning
2025-01-23,8,Eastfield,air_quality,53.8,normal
2025-01-23,12,Eastfield,air_quality,48.9,normal
2025-01-23,16,Eastfield,air_quality,13.6,normal
2025-01-23,20,Eastfield,air_quality,29.6,warning
2025-01-23,8,Eastfield,noise_level,59.2,normal
2025-01-23,12,Eastfield,noise_level,61.7,normal
2025-01-23,16,Eastfield,noise_level,85.8,warning
2025-01-23,20,Eastfield,noise_level,64.2,normal
2025-01-23,8,Eastfield,temperature,4.4,normal
2025-01-23,12,Eastfield,temperature,10.1,normal
2025-01-23,16,Eastfield,temperature,6.3,normal
2025-01-23,20,Eastfield,temperature,9.4,normal
2025-01-23,8,Eastfield,humidity,96.4,normal
2025-01-23,12,Eastfield,humidity,57.8,normal
2025-01-23,16,Eastfield,humidity,78.6,normal
2025-01-23,20,Eastfield,humidity,65.3,normal
2025-01-23,8,Eastfield,traffic_flow,1023.0,normal
2025-01-23,12,Eastfield,traffic_flow,484.0,warning
2025-01-23,16,Eastfield,traffic_flow,957.0,normal
2025-01-23,20,Eastfield,traffic_flow,454.0,normal
2025-01-23,8,Harbour,air_quality,36.2,normal
2025-01-23,12,Harbour,air_quality,69.2,normal
2025-01-23,16,Harbour,air_quality,49.5,normal
2025-01-23,20,Harbour,air_quality,37.2,normal
2025-01-23,8,Harbour,noise_level,53.6,critical
2025-01-23,12,Harbour,noise_level,65.4,normal
2025-01-23,16,Harbour,noise_level,75.7,warning
2025-01-23,20,Harbour,noise_level,67.4,normal
2025-01-23,8,Harbour,temperature,8.9,normal
2025-01-23,12,Harbour,temperature,11.2,normal
2025-01-23,16,Harbour,temperature,12.4,normal
2025-01-23,20,Harbour,temperature,5.4,normal
2025-01-23,8,Harbour,humidity,46.7,normal
2025-01-23,12,Harbour,humidity,75.4,normal
2025-01-23,16,Harbour,humidity,46.2,normal
2025-01-23,20,Harbour,humidity,62.2,normal
2025-01-23,8,Harbour,traffic_flow,817.0,normal
2025-01-23,12,Harbour,traffic_flow,255.0,normal
2025-01-23,16,Harbour,traffic_flow,777.0,normal
2025-01-23,20,Harbour,traffic_flow,419.0,normal
2025-01-23,8,Greenpark,air_quality,66.4,normal
2025-01-23,12,Greenpark,air_quality,64.3,normal
2025-01-23,16,Greenpark,air_quality,50.1,normal
2025-01-23,20,Greenpark,air_quality,34.5,critical
2025-01-23,8,Greenpark,noise_level,75.1,normal
2025-01-23,12,Greenpark,noise_level,75.6,normal
2025-01-23,16,Greenpark,noise_level,53.4,normal
2025-01-23,20,Greenpark,noise_level,64.3,normal
2025-01-23,8,Greenpark,temperature,8.7,normal
2025-01-23,12,Greenpark,temperature,10.9,normal
2025-01-23,16,Greenpark,temperature,7.7,normal
2025-01-23,20,Greenpark,temperature,12.4,normal
2025-01-23,8,Greenpark,humidity,69.8,warning
2025-01-23,12,Greenpark,humidity,53.3,warning
2025-01-23,16,Greenpark,humidity,75.4,normal
2025-01-23,20,Greenpark,humidity,56.1,warning
2025-01-23,8,Greenpark,traffic_flow,541.0,normal
2025-01-23,12,Greenpark,traffic_flow,252.0,normal
2025-01-23,16,Greenpark,traffic_flow,935.0,critical
2025-01-23,20,Greenpark,traffic_flow,643.0,warning
2025-01-24,8,Central,air_quality,74.8,normal
2025-01-24,12,Central,air_quality,35.4,warning
2025-01-24,16,Central,air_quality,41.6,normal
2025-01-24,20,Central,air_quality,37.6,normal
2025-01-24,8,Central,noise_level,61.8,normal
2025-01-24,12,Central,noise_level,46.6,normal
2025-01-24,16,Central,noise_level,55.9,normal
2025-01-24,20,Central,noise_level,64.3,warning
2025-01-24,8,Central,temperature,12.7,normal
2025-01-24,12,Central,temperature,10.8,normal
2025-01-24,16,Central,temperature,9.3,normal
2025-01-24,20,Central,temperature,7.1,normal
2025-01-24,8,Central,humidity,79.6,normal
2025-01-24,12,Central,humidity,43.9,normal
2025-01-24,16,Central,humidity,46.5,normal
2025-01-24,20,Central,humidity,73.7,normal
2025-01-24,8,Central,traffic_flow,908.0,normal
2025-01-24,12,Central,traffic_flow,57.0,normal
2025-01-24,16,Central,traffic_flow,766.0,normal
2025-01-24,20,Central,traffic_flow,120.0,normal
2025-01-24,8,Riverside,air_quality,42.0,normal
2025-01-24,12,Riverside,air_quality,38.3,warning
2025-01-24,16,Riverside,air_quality,69.5,normal
2025-01-24,20,Riverside,air_quality,52.6,normal
2025-01-24,8,Riverside,noise_level,67.5,normal
2025-01-24,12,Riverside,noise_level,76.0,normal
2025-01-24,16,Riverside,noise_level,76.5,normal
2025-01-24,20,Riverside,noise_level,63.6,normal
2025-01-24,8,Riverside,temperature,8.1,normal
2025-01-24,12,Riverside,temperature,12.5,normal
2025-01-24,16,Riverside,temperature,12.4,warning
2025-01-24,20,Riverside,temperature,11.7,normal
2025-01-24,8,Riverside,humidity,67.0,normal
2025-01-24,12,Riverside,humidity,62.4,normal
2025-01-24,16,Riverside,humidity,83.2,normal
2025-01-24,20,Riverside,humidity,59.4,normal
2025-01-24,8,Riverside,traffic_flow,701.0,normal
2025-01-24,12,Riverside,traffic_flow,364.0,normal
2025-01-24,16,Riverside,traffic_flow,679.0,normal
2025-01-24,20,Riverside,traffic_flow,519.0,normal
2025-01-24,8,Northgate,air_quality,47.4,normal
2025-01-24,12,Northgate,air_quality,12.4,normal
2025-01-24,16,Northgate,air_quality,52.7,normal
2025-01-24,20,Northgate,air_quality,41.3,warning
2025-01-24,8,Northgate,noise_level,62.2,normal
2025-01-24,12,Northgate,noise_level,65.0,normal
2025-01-24,16,Northgate,noise_level,56.2,normal
2025-01-24,20,Northgate,noise_level,54.0,normal
2025-01-24,8,Northgate,temperature,11.7,normal
2025-01-24,12,Northgate,temperature,6.6,normal
2025-01-24,16,Northgate,temperature,7.3,normal
2025-01-24,20,Northgate,temperature,7.8,normal
2025-01-24,8,Northgate,humidity,79.3,normal
2025-01-24,12,Northgate,humidity,83.8,normal
2025-01-24,16,Northgate,humidity,54.0,normal
2025-01-24,20,Northgate,humidity,51.7,normal
2025-01-24,8,Northgate,traffic_flow,818.0,normal
2025-01-24,12,Northgate,traffic_flow,369.0,normal
2025-01-24,16,Northgate,traffic_flow,922.0,normal
2025-01-24,20,Northgate,traffic_flow,473.0,normal
2025-01-24,8,Eastfield,air_quality,76.0,normal
2025-01-24,12,Eastfield,air_quality,-9.2,warning
2025-01-24,16,Eastfield,air_quality,29.7,normal
2025-01-24,20,Eastfield,air_quality,59.4,normal
2025-01-24,8,Eastfield,noise_level,57.5,warning
2025-01-24,12,Eastfield,noise_level,50.7,normal
2025-01-24,16,Eastfield,noise_level,57.4,normal
2025-01-24,20,Eastfield,noise_level,58.5,normal
2025-01-24,8,Eastfield,temperature,13.5,normal
2025-01-24,12,Eastfield,temperature,5.6,normal
2025-01-24,16,Eastfield,temperature,7.9,warning
2025-01-24,20,Eastfield,temperature,10.2,normal
2025-01-24,8,Eastfield,humidity,50.0,normal
2025-01-24,12,Eastfield,humidity,89.0,normal
2025-01-24,16,Eastfield,humidity,91.8,normal
2025-01-24,20,Eastfield,humidity,64.9,normal
2025-01-24,8,Eastfield,traffic_flow,886.0,normal
2025-01-24,12,Eastfield,traffic_flow,609.0,normal
2025-01-24,16,Eastfield,traffic_flow,778.0,normal
2025-01-24,20,Eastfield,traffic_flow,477.0,normal
2025-01-24,8,Harbour,air_quality,25.0,normal
2025-01-24,12,Harbour,air_quality,12.9,normal
2025-01-24,16,Harbour,air_quality,61.7,normal
2025-01-24,20,Harbour,air_quality,43.5,normal
2025-01-24,8,Harbour,noise_level,83.0,normal
2025-01-24,12,Harbour,noise_level,55.2,normal
2025-01-24,16,Harbour,noise_level,47.8,normal
2025-01-24,20,Harbour,noise_level,71.8,normal
2025-01-24,8,Harbour,temperature,14.9,normal
2025-01-24,12,Harbour,temperature,6.7,normal
2025-01-24,16,Harbour,temperature,7.4,normal
2025-01-24,20,Harbour,temperature,14.1,normal
2025-01-24,8,Harbour,humidity,96.7,normal
2025-01-24,12,Harbour,humidity,72.8,normal
2025-01-24,16,Harbour,humidity,55.2,normal
2025-01-24,20,Harbour,humidity,83.7,normal
2025-01-24,8,Harbour,traffic_flow,759.0,normal
2025-01-24,12,Harbour,traffic_flow,306.0,warning
2025-01-24,16,Harbour,traffic_flow,726.0,normal
2025-01-24,20,Harbour,traffic_flow,501.0,normal
2025-01-24,8,Greenpark,air_quality,45.9,normal
2025-01-24,12,Greenpark,air_quality,53.3,normal
2025-01-24,16,Greenpark,air_quality,60.2,normal
2025-01-24,20,Greenpark,air_quality,41.0,normal
2025-01-24,8,Greenpark,noise_level,73.8,normal
2025-01-24,12,Greenpark,noise_level,62.1,normal
2025-01-24,16,Greenpark,noise_level,56.3,critical
2025-01-24,20,Greenpark,noise_level,45.5,normal
2025-01-24,8,Greenpark,temperature,9.2,normal
2025-01-24,12,Greenpark,temperature,14.4,normal
2025-01-24,16,Greenpark,temperature,12.4,normal
2025-01-24,20,Greenpark,temperature,11.4,normal
2025-01-24,8,Greenpark,humidity,49.6,warning
2025-01-24,12,Greenpark,humidity,57.4,normal
2025-01-24,16,Greenpark,humidity,74.6,normal
2025-01-24,20,Greenpark,humidity,78.4,warning
2025-01-24,8,Greenpark,traffic_flow,922.0,normal
2025-01-24,12,Greenpark,traffic_flow,437.0,normal
2025-01-24,16,Greenpark,traffic_flow,687.0,normal
2025-01-24,20,Greenpark,traffic_flow,534.0,normal
2025-01-25,8,Central,air_quality,35.7,normal
2025-01-25,12,Central,air_quality,61.4,normal
2025-01-25,16,Central,air_quality,40.3,normal
2025-01-25,20,Central,air_quality,75.3,normal
2025-01-25,8,Central,noise_level,57.7,normal
2025-01-25,12,Central,noise_level,57.4,normal
2025-01-25,16,Central,noise_level,61.1,normal
2025-01-25,20,Central,noise_level,53.1,normal
2025-01-25,8,Central,temperature,7.3,normal
2025-01-25,12,Central,temperature,7.7,normal
2025-01-25,16,Central,temperature,13.9,normal
2025-01-25,20,Central,temperature,7.5,normal
2025-01-25,8,Central,humidity,59.4,warning
2025-01-25,12,Central,humidity,98.4,normal
2025-01-25,16,Central,humidity,79.2,normal
2025-01-25,20,Central,humidity,78.9,warning
2025-01-25,8,Central,traffic_flow,1103.0,normal
2025-01-25,12,Central,traffic_flow,385.0,normal
2025-01-25,16,Central,traffic_flow,540.0,normal
2025-01-25,20,Central,traffic_flow,523.0,normal
2025-01-25,8,Riverside,air_quality,41.3,normal
2025-01-25,12,Riverside,air_quality,85.3,normal
2025-01-25,16,Riverside,air_quality,12.0,normal
2025-01-25,20,Riverside,air_quality,28.8,normal
2025-01-25,8,Riverside,noise_level,55.4,normal
2025-01-25,12,Riverside,noise_level,61.0,normal
2025-01-25,16,Riverside,noise_level,46.9,normal
2025-01-25,20,Riverside,noise_level,66.3,normal
2025-01-25,8,Riverside,temperature,8.2,normal
2025-01-25,12,Riverside,temperature,13.0,normal
2025-01-25,16,Riverside,temperature,14.2,normal
2025-01-25,20,Riverside,temperature,9.1,normal
2025-01-25,8,Riverside,humidity,72.8,normal
2025-01-25,12,Riverside,humidity,65.1,warning
2025-01-25,16,Riverside,humidity,64.0,warning
2025-01-25,20,Riverside,humidity,45.1,normal
2025-01-25,8,Riverside,traffic_flow,781.0,normal
2025-01-25,12,Riverside,traffic_flow,535.0,normal
2025-01-25,16,Riverside,traffic_flow,857.0,critical
2025-01-25,20,Riverside,traffic_flow,268.0,normal
2025-01-25,8,Northgate,air_quality,21.3,normal
2025-01-25,12,Northgate,air_quality,42.2,normal
2025-01-25,16,Northgate,air_quality,32.1,normal
2025-01-25,20,Northgate,air_quality,33.9,normal
2025-01-25,8,Northgate,noise_level,53.6,normal
2025-01-25,12,Northgate,noise_level,62.2,normal
2025-01-25,16,Northgate,noise_level,69.1,normal
2025-01-25,20,Northgate,noise_level,53.0,normal
2025-01-25,8,Northgate,temperature,7.6,warning
2025-01-25,12,Northgate,temperature,6.5,normal
2025-01-25,16,Northgate,temperature,10.5,normal
2025-01-25,20,Northgate,temperature,12.6,normal
2025-01-25,8,Northgate,humidity,63.4,normal
2025-01-25,12,Northgate,humidity,74.0,normal
2025-01-25,16,Northgate,humidity,82.5,warning
2025-01-25,20,Northgate,humidity,68.6,normal
2025-01-25,8,Northgate,traffic_flow,671.0,normal
2025-01-25,12,Northgate,traffic_flow,256.0,normal
2025-01-25,16,Northgate,traffic_flow,679.0,critical
2025-01-25,20,Northgate,traffic_flow,674.0,normal
2025-01-25,8,Eastfield,air_quality,84.1,normal
2025-01-25,12,Eastfield,air_quality,38.6,normal
2025-01-25,16,Eastfield,air_quality,64.9,normal
2025-01-25,20,Eastfield,air_quality,68.5,normal
2025-01-25,8,Eastfield,noise_level,46.3,normal
2025-01-25,12,Eastfield,noise_level,83.1,normal
2025-01-25,16,Eastfield,noise_level,59.1,normal
2025-01-25,20,Eastfield,noise_level,58.5,normal
2025-01-25,8,Eastfield,temperature,6.6,normal
2025-01-25,12,Eastfield,temperature,15.5,normal
2025-01-25,16,Eastfield,temperature,10.2,warning
2025-01-25,20,Eastfield,temperature,15.1,warning
2025-01-25,8,Eastfield,humidity,83.5,normal
2025-01-25,12,Eastfield,humidity,59.9,normal
2025-01-25,16,Eastfield,humidity,66.6,warning
2025-01-25,20,Eastfield,humidity,55.5,normal
2025-01-25,8,Eastfield,traffic_flow,721.0,normal
2025-01-25,12,Eastfield,traffic_flow,466.0,normal
2025-01-25,16,Eastfield,traffic_flow,913.0,normal
2025-01-25,20,Eastfield,traffic_flow,136.0,normal
2025-01-25,8,Harbour,air_quality,13.8,normal
2025-01-25,12,Harbour,air_quality,36.0,warning
2025-01-25,16,Harbour,air_quality,50.2,normal
2025-01-25,20,Harbour,air_quality,68.9,normal
2025-01-25,8,Harbour,noise_level,62.7,normal
2025-01-25,12,Harbour,noise_level,59.0,critical
2025-01-25,16,Harbour,noise_level,69.0,normal
2025-01-25,20,Harbour,noise_level,51.5,normal
2025-01-25,8,Harbour,temperature,10.2,normal
2025-01-25,12,Harbour,temperature,9.6,normal
2025-01-25,16,Harbour,temperature,10.5,warning
2025-01-25,20,Harbour,temperature,13.5,warning
2025-01-25,8,Harbour,humidity,40.9,normal
2025-01-25,12,Harbour,humidity,63.9,normal
2025-01-25,16,Harbour,humidity,76.3,normal
2025-01-25,20,Harbour,humidity,72.6,normal
2025-01-25,8,Harbour,traffic_flow,570.0,normal
2025-01-25,12,Harbour,traffic_flow,139.0,normal
2025-01-25,16,Harbour,traffic_flow,901.0,normal
2025-01-25,20,Harbour,traffic_flow,50.0,normal
2025-01-25,8,Greenpark,air_quality,16.8,normal
2025-01-25,12,Greenpark,air_quality,46.8,normal
2025-01-25,16,Greenpark,air_quality,64.8,normal
2025-01-25,20,Greenpark,air_quality,20.4,normal
2025-01-25,8,Greenpark,noise_level,82.6,normal
2025-01-25,12,Greenpark,noise_level,69.7,warning
2025-01-25,16,Greenpark,noise_level,96.2,normal
2025-01-25,20,Greenpark,noise_level,56.4,normal
2025-01-25,8,Greenpark,temperature,14.1,normal
2025-01-25,12,Greenpark,temperature,8.9,warning
2025-01-25,16,Greenpark,temperature,10.1,normal
2025-01-25,20,Greenpark,temperature,8.0,normal
2025-01-25,8,Greenpark,humidity,64.9,normal
2025-01-25,12,Greenpark,humidity,79.2,normal
2025-01-25,16,Greenpark,humidity,91.4,normal
2025-01-25,20,Greenpark,humidity,52.4,normal
2025-01-25,8,Greenpark,traffic_flow,828.0,critical
2025-01-25,12,Greenpark,traffic_flow,319.0,normal
2025-01-25,16,Greenpark,traffic_flow,835.0,normal
2025-01-25,20,Greenpark,traffic_flow,565.0,normal
2025-01-26,8,Central,air_quality,36.7,normal
2025-01-26,12,Central,air_quality,53.3,warning
2025-01-26,16,Central,air_quality,28.9,normal
2025-01-26,20,Central,air_quality,66.5,normal
2025-01-26,8,Central,noise_level,71.5,normal
2025-01-26,12,Central,noise_level,53.1,normal
2025-01-26,16,Central,noise_level,52.8,warning
2025-01-26,20,Central,noise_level,79.3,normal
2025-01-26,8,Central,temperature,16.3,normal
2025-01-26,12,Central,temperature,7.9,normal
2025-01-26,16,Central,temperature,12.9,normal
2025-01-26,20,Central,temperature,9.0,normal
2025-01-26,8,Central,humidity,86.7,normal
2025-01-26,12,Central,humidity,60.8,normal
2025-01-26,16,Central,humidity,75.6,normal
2025-01-26,20,Central,humidity,67.3,normal
2025-01-26,8,Central,traffic_flow,500.0,normal
2025-01-26,12,Central,traffic_flow,275.0,normal
2025-01-26,16,Central,traffic_flow,902.0,warning
2025-01-26,20,Central,traffic_flow,483.0,normal
2025-01-26,8,Riverside,air_quality,50.2,normal
2025-01-26,12,Riverside,air_quality,77.5,normal
2025-01-26,16,Riverside,air_quality,60.7,normal
2025-01-26,20,Riverside,air_quality,58.2,normal
2025-01-26,8,Riverside,noise_level,37.9,normal
2025-01-26,12,Riverside,noise_level,73.2,normal
2025-01-26,16,Riverside,noise_level,44.2,normal
2025-01-26,20,Riverside,noise_level,61.9,normal
2025-01-26,8,Riverside,temperature,5.6,normal
2025-01-26,12,Riverside,temperature,11.5,warning
2025-01-26,16,Riverside,temperature,13.5,warning
2025-01-26,20,Riverside,temperature,9.7,normal
2025-01-26,8,Riverside,humidity,64.2,normal
2025-01-26,12,Riverside,humidity,51.2,normal
2025-01-26,16,Riverside,humidity,82.0,normal
2025-01-26,20,Riverside,humidity,44.1,warning
2025-01-26,8,Riverside,traffic_flow,823.0,normal
2025-01-26,12,Riverside,traffic_flow,384.0,normal
2025-01-26,16,Riverside,traffic_flow,857.0,normal
2025-01-26,20,Riverside,traffic_flow,522.0,warning
2025-01-26,8,Northgate,air_quality,42.2,normal
2025-01-26,12,Northgate,air_quality,61.9,warning
2025-01-26,16,Northgate,air_quality,44.4,normal
2025-01-26,20,Northgate,air_quality,51.2,normal
2025-01-26,8,Northgate,noise_level,49.1,normal
2025-01-26,12,Northgate,noise_level,57.1,normal
2025-01-26,16,Northgate,noise_level,43.1,normal
2025-01-26,20,Northgate,noise_level,62.8,normal
2025-01-26,8,Northgate,temperature,12.3,normal
2025-01-26,12,Northgate,temperature,9.4,normal
2025-01-26,16,Northgate,temperature,9.7,normal
2025-01-26,20,Northgate,temperature,11.2,normal
2025-01-26,8,Northgate,humidity,72.7,critical
2025-01-26,12,Northgate,humidity,40.9,normal
2025-01-26,16,Northgate,humidity,56.1,normal
2025-01-26,20,Northgate,humidity,42.8,normal
2025-01-26,8,Northgate,traffic_flow,741.0,normal
2025-01-26,12,Northgate,traffic_flow,635.0,normal
2025-01-26,16,Northgate,traffic_flow,915.0,warning
2025-01-26,20,Northgate,traffic_flow,398.0,normal
2025-01-26,8,Eastfield,air_quality,79.0,normal
2025-01-26,12,Eastfield,air_quality,50.4,normal
2025-01-26,16,Eastfield,air_quality,90.4,normal
2025-01-26,20,Eastfield,air_quality,47.4,normal
2025-01-26,8,Eastfield,noise_level,54.9,normal
2025-01-26,12,Eastfield,noise_level,48.3,normal
2025-01-26,16,Eastfield,noise_level,69.9,normal
2025-01-26,20,Eastfield,noise_level,57.2,normal
2025-01-26,8,Eastfield,temperature,10.4,normal
2025-01-26,12,Eastfield,temperature,11.4,normal
2025-01-26,16,Eastfield,temperature,7.5,normal
2025-01-26,20,Eastfield,temperature,10.9,warning
2025-01-26,8,Eastfield,humidity,62.2,normal
2025-01-26,12,Eastfield,humidity,43.6,normal
2025-01-26,16,Eastfield,humidity,73.1,normal
2025-01-26,20,Eastfield,humidity,75.1,normal
2025-01-26,8,Eastfield,traffic_flow,1000.0,normal
2025-01-26,12,Eastfield,traffic_flow,232.0,warning
